partner;marriage;break;divorce;eductaion;work;sep_from_par;child;education_type;locality;religion;how_often;generation;gender
;253;;;237;239;236;262;professional;city;yes;min_once_a_month;1g;f
303;365;331;;258;259;245;325;professional;city;yes;never;2g;f
;453;;655;403;272;274;489;higher;city;yes;sev_a_year;5g;f
;;;;279;205;450;231;professional;city;no;sev_a_year;4g;f
;310;;379;284;265;227;313;general;city;yes;never;10g;m
;287;;;305;243;287;293;higher;city;yes;min_once_a_month;6g;f
;257;;533;341;339;510;292;higher;city;yes;min_once_a_month;5g;f
;;;;313;207;419;;professional;city;no;never;2g;m
;223;;276;217;215;372;227;professional;city;no;sev_a_year;10g;f
382;263;763;393;210;212;213;271;general;city;yes;sev_a_year;2g;f
260;264;481;481;279;208;215;273;higher;city;yes;sev_a_year;6g;m
;231;;;215;216;193;235;professional;city;yes;min_once_a_month;3g;f
;224;;303;195;197;425;235;professional;city;yes;never;7g;f
461;295;;332;262;264;264;474;higher;city;yes;never;5g;f
;328;;;336;242;407;340;professional;city;yes;never;6g;m
;296;;;343;213;238;304;higher;city;no;never;3g;f
;232;;287;264;266;205;296;higher;city;yes;never;11g;f
;;;;273;204;265;389;higher;city;yes;sev_a_year;8g;f
;247;;;277;278;247;270;higher;city;yes;sev_a_year;5g;f
;253;;;244;246;245;264;professional;city;yes;sev_a_year;2g;f
241;247;;;239;241;256;280;professional;city;yes;sev_a_year;10g;f
292;293;420;420;231;233;304;297;professional;city;yes;sev_a_year;9g;f
;248;;;281;283;248;267;higher;city;yes;sev_a_year;10g;f
;276;;;246;172;276;294;professional;city;yes;sev_a_year;6g;m
369;418;507;507;236;224;215;443;professional;city;yes;never;6g;f
;;;;246;209;;;general;city;yes;min_once_a_month;11g;m
271;;321;;245;246;245;;general;city;yes;never;11g;m
;256;;;291;216;256;267;professional;city;yes;never;1g;f
;290;;;221;223;181;229;professional;city;yes;sev_a_year;5g;f
196;247;291;291;223;223;189;253;professional;city;yes;never;6g;f
;405;;;174;171;308;414;professional;city;no;never;2g;m
;336;;;246;245;484;416;professional;city;yes;sev_a_year;6g;f
592;249;;511;568;220;220;263;higher;city;yes;never;1g;f
;238;;;555;339;337;275;professional;city;yes;sev_a_year;3g;f
311;467;;;225;226;193;254;professional;city;yes;never;9g;f
247;;305;;220;221;157;256;professional;city;yes;sev_a_year;9g;f
;259;;;226;227;216;264;professional;city;yes;sev_a_year;7g;f
;;;;212;215;225;276;professional;city;yes;sev_a_year;10g;f
;239;;;232;233;258;249;professional;city;yes;sev_a_year;6g;f
197;233;;;415;211;237;237;professional;city;no;sev_a_year;5g;f
260;272;;;211;247;222;277;professional;city;no;never;7g;m
272;273;;;497;201;272;338;professional;village;yes;never;2g;m
;265;;;221;222;278;293;professional;village;yes;never;6g;f
;301;;;294;296;210;309;higher;village;yes;never;4g;f
;334;;370;245;247;362;343;professional;village;yes;never;6g;f
;;;;206;179;176;286;general;village;yes;never;2g;f
376;;480;;257;260;212;390;higher;village;yes;sev_a_year;7g;f
256;269;513;;206;181;257;266;general;village;no;never;3g;f
;242;;;236;237;296;249;professional;village;yes;never;7g;f
;284;;;231;234;234;290;professional;village;no;never;6g;f
356;366;;;229;229;293;365;professional;village;no;never;7g;f
;;;;303;233;345;353;professional;village;yes;never;9g;f
;276;;352;258;259;258;281;higher;village;no;never;8g;m
;242;;;223;226;202;249;professional;village;yes;never;8g;f
;281;;;243;244;281;319;professional;village;yes;never;5g;f
;231;;;277;208;231;252;professional;village;yes;never;9g;f
;217;;584;224;225;169;227;professional;village;yes;never;5g;f
;;;;186;174;179;316;general;village;yes;never;2g;f
;277;;;247;213;212;280;professional;village;yes;sev_a_year;8g;f
287;241;;303;212;205;203;304;professional;village;yes;never;5g;f
318;322;;;214;216;318;266;professional;village;yes;never;8g;m
;;;;274;261;;;higher;village;yes;never;11g;f
;263;;;237;239;215;269;professional;village;no;sev_a_year;7g;f
;256;;;348;211;229;261;professional;village;no;never;4g;f
;;;;441;227;;414;higher;village;yes;sev_a_year;9g;f
;234;;;228;230;195;240;professional;village;yes;never;5g;f
;264;;;214;215;180;306;professional;village;no;never;7g;f
;256;;;258;242;256;265;professional;village;no;never;6g;m
418;261;540;;208;261;261;269;professional;village;no;never;5g;f
;;;;239;254;232;;professional;village;no;never;8g;m
;228;;254;194;195;228;239;professional;village;yes;sev_a_year;6g;f
;250;;;260;243;217;263;general;village;yes;never;6g;m
;276;;;239;239;193;284;professional;village;yes;sev_a_year;4g;m
;261;;;233;246;233;265;higher;village;yes;sev_a_year;6g;f
275;292;;;264;244;220;283;professional;village;yes;never;6g;m
268;;;;221;186;186;;professional;village;yes;never;11g;m
;275;;;247;212;253;276;general;village;yes;sev_a_year;6g;m
;239;;;231;238;241;247;professional;village;yes;sev_a_year;9g;f
;282;;;217;243;238;288;professional;village;yes;sev_a_year;8g;m
248;;;;209;210;200;283;professional;village;yes;sev_a_year;11g;m
302;322;307;;215;216;203;300;professional;village;yes;never;9g;f
;219;;;224;216;216;224;professional;village;yes;never;7g;f
306;;;;281;281;199;174;professional;village;yes;never;10g;f
;;;;270;263;263;314;professional;village;yes;never;4g;f
;;;;207;245;245;415;general;village;yes;never;2g;f
225;;;;217;195;206;219;professional;village;no;never;9g;f
237;;243;;231;623;218;284;general;village;yes;never;4g;m
;262;;;218;224;262;319;professional;village;yes;never;8g;f
;288;;;198;199;189;309;professional;village;yes;sev_a_year;6g;f
;242;;;219;198;262;250;professional;village;yes;never;5g;f
328;310;443;;223;212;212;327;general;village;yes;never;7g;f
;267;;;206;206;184;280;professional;village;yes;never;6g;f
239;268;;;396;228;251;254;professional;village;yes;sev_a_year;9g;f
305;234;511;271;305;197;196;244;professional;village;no;never;7g;f
281;293;;;217;243;217;292;professional;village;no;never;10g;m
260;216;;238;221;200;216;230;general;village;yes;never;4g;f
;253;;;223;202;224;284;professional;village;yes;never;6g;m
;332;;;225;238;334;337;professional;village;no;never;7g;f
;236;;;268;494;222;243;professional;village;yes;never;2g;f
;246;;;216;216;182;307;professional;village;no;never;7g;f
;251;;;260;261;256;274;professional;village;no;never;9g;f
;318;;;201;;226;325;general;village;no;never;7g;f
;;;;204;589;211;238;general;village;no;never;3g;f
;231;;;219;233;231;245;professional;village;yes;never;6g;f
212;218;301;374;229;245;230;246;professional;village;yes;never;8g;f
;197;;262;220;182;209;356;general;village;yes;never;5g;m
579;282;;606;191;158;279;304;general;village;yes;never;1g;f
478;227;552;306;221;214;214;241;general;village;yes;never;7g;f
214;238;875;;170;204;214;262;general;village;yes;never;2g;f
259;;700;;207;195;259;274;general;village;yes;never;3g;f
434;;;;219;204;223;;general;village;no;never;9g;m
;267;;;213;193;223;280;professional;village;yes;never;7g;m
;262;;;244;245;263;272;professional;village;yes;never;7g;f
562;210;;430;215;207;218;218;general;village;yes;sev_a_year;6g;f
;275;;;214;180;323;290;professional;village;yes;never;5g;m
408;224;;388;248;250;224;232;higher;village;yes;min_once_a_month;8g;m
;232;;439;216;233;252;218;professional;village;yes;never;6g;f
;289;;;207;222;296;311;general;village;yes;never;6g;m
;276;;;219;219;276;285;professional;village;yes;never;9g;m
;311;;;254;256;305;316;general;village;no;never;11g;m
;261;;;253;255;218;420;professional;village;yes;sev_a_year;5g;m
;264;;;266;245;209;470;professional;village;yes;sev_a_year;6g;f
;235;;;206;196;456;253;professional;village;yes;never;8g;m
;213;;;225;227;213;232;general;village;no;never;6g;f
228;230;;;389;261;224;237;professional;village;yes;sev_a_year;9g;f
291;249;;;219;228;209;259;general;village;no;never;8g;f
;262;;270;264;248;254;269;professional;village;no;never;7g;f
;252;;;272;256;220;278;general;village;no;never;9g;m
;215;;;283;284;244;262;professional;village;no;never;4g;m
;220;;;219;220;220;239;general;village;yes;sev_a_year;9g;f
;246;;;205;186;220;326;professional;village;no;never;6g;f
496;507;;;222;283;221;;professional;village;no;never;7g;m
399;415;682;;234;211;399;422;general;village;yes;sev_a_year;5g;m
;253;;;246;245;189;262;professional;village;no;never;8g;f
238;263;517;;134;183;238;276;general;village;yes;never;2g;f
;276;;;235;233;214;360;professional;village;yes;never;6g;f
;250;;;207;212;184;302;professional;village;yes;never;7g;m
288;312;;;241;251;345;315;professional;village;yes;never;11g;m
184;202;240;;227;215;229;206;general;village;yes;never;4g;f
368;268;;311;245;221;211;281;professional;village;yes;never;6g;f
221;225;294;388;237;202;186;253;general;village;yes;sev_a_year;5g;f
216;217;473;465;209;210;187;224;professional;village;no;never;9g;f
;280;;;319;238;299;286;higher;village;yes;sev_a_year;8g;f
204;217;416;;207;191;190;216;professional;village;yes;sev_a_year;5g;f
;349;;;246;248;199;359;higher;village;yes;sev_a_year;7g;m
290;293;293;302;231;232;251;219;professional;village;no;never;8g;f
244;267;260;;245;245;188;249;professional;village;yes;never;5g;f
;245;;;233;235;212;257;professional;village;yes;never;7g;f
;229;;;222;222;246;241;professional;village;yes;never;8g;f
;250;;;205;206;184;275;professional;village;yes;sev_a_year;8g;f
;241;;;211;212;241;326;general;village;yes;sev_a_year;6g;f
228;248;285;;196;;227;247;general;village;no;never;11g;f
;264;;;253;234;264;289;general;village;no;never;6g;m
;240;;;298;242;592;246;professional;village;no;never;5g;m
532;232;915;500;191;183;233;243;general;village;no;never;1g;f
;245;;;201;186;245;260;general;village;yes;never;2g;f
253;281;;;239;253;203;282;professional;village;no;never;11g;f
250;252;;;218;183;215;265;general;village;yes;sev_a_year;5g;f
324;257;;269;461;274;257;262;professional;village;yes;sev_a_year;8g;f
;273;;;295;221;212;282;professional;village;yes;never;6g;f
226;230;;;233;244;226;235;general;village;yes;sev_a_year;6g;f
465;;;;216;217;272;319;professional;village;yes;sev_a_year;7g;f
225;230;;;324;266;268;235;professional;village;no;never;6g;m
;220;;;389;316;188;265;higher;village;yes;sev_a_year;10g;f
224;233;;;218;221;186;242;professional;village;yes;never;8g;f
;248;;;213;213;248;256;professional;village;yes;sev_a_year;8g;f
;217;;;220;267;211;227;professional;village;no;never;10g;f
;;;;187;175;218;;general;village;yes;never;2g;f
264;266;529;;254;256;209;276;higher;village;yes;sev_a_year;8g;f
;251;;;215;216;251;264;professional;village;yes;never;6g;f
;;;;224;225;228;237;professional;village;yes;sev_a_year;7g;f
249;264;;;247;242;249;269;professional;village;no;never;6g;f
;;;;211;211;202;;professional;village;yes;never;7g;m
310;332;350;434;219;221;186;319;professional;village;yes;sev_a_year;6g;f
210;288;244;;221;197;277;224;general;village;no;never;10g;m
247;250;;;284;287;203;257;general;village;yes;sev_a_year;8g;m
;276;;;216;216;182;286;professional;village;yes;never;8g;m
;225;;;247;255;260;293;professional;village;yes;sev_a_year;10g;f
;;;;192;237;242;254;general;village;yes;sev_a_year;2g;f
;275;;;303;177;275;284;general;village;yes;never;4g;m
;237;;;217;217;183;231;higher;village;yes;sev_a_year;8g;f
;232;;;244;214;220;349;professional;village;yes;sev_a_year;7g;f
;279;;;368;248;337;293;higher;village;yes;never;6g;m
;244;;;220;220;223;254;professional;village;yes;never;6g;f
321;228;;296;267;250;259;238;professional;village;no;never;5g;f
;;;;270;273;326;;higher;village;yes;never;11g;f
;244;;;212;184;184;253;professional;village;yes;never;6g;m
251;262;661;661;237;251;251;260;professional;village;yes;sev_a_year;4g;f
;265;;;298;219;265;280;higher;village;yes;sev_a_year;5g;f
;258;;;258;320;262;264;higher;village;yes;sev_a_year;7g;f
;227;;;227;204;204;237;professional;village;yes;sev_a_year;8g;f
332;343;;;268;270;377;292;higher;village;yes;sev_a_year;8g;f
;300;;;233;209;300;306;professional;village;no;never;7g;f
;284;;;480;252;284;294;higher;village;no;never;8g;f
;230;;;410;209;207;245;professional;village;yes;sev_a_year;6g;f
263;366;300;;299;326;278;273;professional;village;no;never;7g;f
;236;;;483;250;214;247;higher;village;yes;never;8g;f
;;;;304;265;324;;higher;village;no;never;11g;f
;257;;;299;231;208;264;higher;village;yes;sev_a_year;6g;f
;259;;;270;239;271;267;higher;village;yes;never;8g;f
255;287;289;343;224;225;255;289;professional;village;yes;never;10g;f
;437;;;257;212;236;450;professional;village;yes;never;5g;f
393;285;495;387;434;435;185;;higher;village;yes;never;2g;f
;296;;;350;236;213;425;higher;village;yes;sev_a_year;9g;f
;278;;;328;208;278;304;professional;village;yes;once_a_week;6g;f
;;;;252;230;207;;higher;village;yes;sev_a_year;11g;f
231;232;243;;421;234;187;426;higher;village;yes;sev_a_year;9g;f
372;246;406;269;431;231;207;244;higher;village;yes;never;8g;f
;268;;;216;249;204;326;professional;village;no;never;10g;m
333;338;497;499;280;243;218;357;professional;village;no;never;5g;m
281;;;;386;168;192;303;professional;village;no;never;6g;m
;222;;;219;218;208;230;professional;village;no;never;6g;f
;252;;;264;291;266;261;higher;village;yes;never;8g;f
334;339;;;528;210;337;347;professional;village;yes;sev_a_year;3g;f
434;257;;319;436;183;245;271;professional;village;yes;sev_a_year;1g;f
;280;;;442;227;227;294;professional;village;no;never;9g;f
;219;;;222;223;219;252;general;village;no;never;7g;f
;303;;;405;231;271;312;higher;village;no;never;6g;m
;242;;;262;264;207;268;higher;village;yes;min_once_a_month;8g;f
261;267;;;195;195;261;280;general;village;no;never;5g;f
241;247;;;262;206;203;250;professional;village;yes;sev_a_year;4g;f
;274;;;244;184;292;283;general;village;no;never;4g;m
;283;;;344;211;270;295;professional;village;no;never;4g;m
224;228;;;222;225;200;233;professional;village;yes;min_once_a_month;8g;f
357;221;;358;345;190;194;226;professional;village;no;never;6g;f
223;238;600;;228;229;247;244;professional;village;yes;never;4g;f
295;319;;;288;227;323;317;professional;village;yes;never;2g;f
240;247;;;253;254;231;257;professional;village;no;never;6g;f
;330;;;304;307;187;345;higher;village;yes;never;1g;f
212;224;309;;233;221;213;264;professional;village;yes;sev_a_year;9g;f
211;212;;;230;268;185;;professional;village;no;never;8g;m
339;228;;289;344;228;324;271;professional;village;yes;never;3g;f
;266;;;227;227;232;278;professional;village;yes;never;5g;m
244;249;;;246;236;281;259;professional;village;yes;never;1g;f
220;223;;;211;213;216;238;professional;village;yes;never;4g;f
267;288;;;201;177;236;375;general;village;no;never;10g;m
287;291;;;246;193;180;328;professional;village;yes;sev_a_year;9g;f
231;409;246;;235;188;228;242;general;village;yes;sev_a_year;9g;f
231;252;;;302;237;204;244;general;village;yes;never;11g;f
484;228;694;;218;218;183;236;professional;village;no;never;4g;f
;235;;;533;211;211;241;higher;village;yes;never;6g;f
;238;;;137;132;352;252;general;village;no;never;1g;m
237;298;;;256;265;174;242;general;village;no;never;10g;m
;249;;;240;205;293;258;professional;village;yes;never;5g;f
250;251;790;;241;222;231;258;professional;village;yes;never;2g;f
;;;;229;206;226;324;general;village;yes;never;7g;m
240;524;;;160;184;240;257;general;village;yes;never;2g;f
237;245;;;220;221;237;250;professional;village;yes;never;9g;f
;228;;;267;207;228;238;professional;village;yes;sev_a_week;9g;f
314;240;;303;201;229;230;245;general;village;no;never;7g;f
339;347;;;232;234;327;367;professional;village;yes;never;8g;f
382;274;;375;210;188;222;288;professional;village;yes;once_a_week;5g;m
;234;;;243;244;222;246;professional;village;yes;never;9g;f
231;252;464;;236;237;227;251;professional;village;no;never;8g;f
218;254;242;;214;204;281;277;professional;village;yes;never;10g;f
;241;;;234;235;212;261;professional;village;no;never;6g;f
472;194;604;;195;208;194;224;professional;village;no;never;5g;f
217;233;487;386;410;222;209;237;professional;village;no;never;7g;f
231;287;;;319;300;188;303;higher;village;yes;never;10g;m
199;279;226;;227;187;200;200;professional;village;no;never;9g;f
301;266;419;303;233;183;266;277;professional;village;no;never;8g;m
234;237;;;218;220;246;244;professional;village;no;never;9g;m
;345;;;329;215;483;360;general;village;no;never;4g;m
;;;;224;225;585;;general;village;no;never;6g;f
205;214;;;190;192;206;214;professional;village;no;never;8g;f
;266;;;199;220;346;276;general;village;no;sev_a_week;2g;f
;255;;;317;211;219;274;higher;village;no;never;5g;m
;227;;;256;263;274;235;professional;village;yes;sev_a_year;9g;f
;284;;;284;284;226;297;professional;village;no;never;4g;m
;267;;270;247;249;214;356;professional;village;no;never;6g;f
252;254;341;;258;261;185;268;professional;village;yes;sev_a_year;7g;f
;;;;285;287;216;;professional;village;yes;never;6g;f
;289;;;201;202;219;300;general;village;no;never;9g;m
506;251;;729;201;199;229;262;professional;village;no;never;5g;m
196;209;226;226;236;239;208;217;professional;village;yes;sev_a_year;8g;f
;289;;;283;219;215;299;professional;village;yes;never;1g;m
;243;;;256;258;246;254;professional;village;no;never;9g;f
;259;;;702;702;271;274;professional;village;no;never;3g;m
265;278;;;216;216;255;235;professional;village;yes;never;7g;f
;225;;;261;201;231;246;general;village;yes;never;4g;m
344;345;;;276;210;232;349;professional;village;yes;min_once_a_month;8g;m
;225;;;324;227;225;240;professional;village;no;never;5g;f
;266;;;200;187;266;255;general;village;yes;never;2g;f
;;;;309;282;313;256;higher;village;yes;never;11g;f
269;310;438;635;336;203;269;290;higher;village;yes;sev_a_year;1g;f
284;;;;189;269;271;;general;village;no;never;11g;m
;265;;;286;298;204;274;professional;village;no;never;7g;f
;293;;;204;198;334;303;professional;village;no;never;6g;m
290;292;320;;218;326;342;305;professional;village;yes;never;10g;m
;251;;;750;160;274;259;professional;village;yes;never;1g;f
299;235;;282;221;194;225;248;professional;village;no;never;9g;m
;256;;;270;271;276;262;higher;village;yes;sev_a_year;9g;m
;313;;;291;148;481;334;general;village;yes;never;1g;m
200;;368;;438;186;212;220;professional;village;yes;never;5g;f
319;246;;336;525;213;232;266;professional;village;yes;never;5g;f
;247;;331;459;218;340;259;professional;village;yes;min_once_a_month;6g;f
369;251;474;343;357;252;251;262;higher;village;yes;sev_a_year;7g;f
;300;;415;237;276;186;312;professional;village;no;never;5g;m
322;323;;;489;321;234;338;higher;village;no;never;3g;m
;307;;468;314;314;221;318;higher;village;no;never;4g;f
;222;;;220;220;182;237;professional;village;yes;never;8g;f
;251;;;174;175;238;264;professional;village;yes;never;7g;f
