partner;marriage;break;divorce;eductaion;work;sep_from_par;child;partner;marriage;break;divorce;eductaion;work;sep_from_par;child;partner marriage;partner break;partner divorce;partner education;partner work;partner separation from parents;partner child;marriage break;marriage divorce;marriage education;marriage work;marriage separation from parents;marriage child;break divorce;break education;break work;break separation from parents;break child;divorce education;divorce work;divorce separation from parents;divorce child;education work;education separation from parents;education child;work separation from parents;work child;separation from parents child;education type;locality;religion;how often;generation;gender
0;1;0;0;1;1;1;1;;207;;;217;204;207;218;>;n;n;>;>;>;>;<;<;<;>;=;<;n;>;>;>;>;>;>;>;>;>;>;<;<;<;<;general;village;yes;sev_a_year;7g;f
0;1;0;0;1;1;1;1;;227;;;246;252;227;235;>;n;n;>;>;>;>;<;<;<;<;=;<;n;>;>;>;>;>;>;>;>;<;>;>;>;>;<;professional;village;yes;sev_a_year;7g;f
0;1;0;0;1;1;1;1;;297;;;197;257;435;303;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;>;general;village;no;never;2g;m
1;1;1;1;1;1;1;1;232;282;563;563;220;201;242;282;<;<;<;>;>;<;<;<;<;>;>;>;=;=;>;>;>;>;>;>;>;>;>;<;<;<;<;<;general;village;yes;never;5g;f
0;1;0;0;1;1;1;1;;320;;;244;280;208;349;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;village;yes;never;3g;m
0;1;0;0;1;1;1;1;;297;;;329;331;188;317;>;n;n;>;>;>;>;<;<;<;<;>;<;n;>;>;>;>;>;>;>;>;<;>;>;>;>;<;higher;village;no;never;7g;m
0;0;0;0;1;1;1;1;;;;;206;253;155;225;n;n;n;>;>;>;>;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;<;>;<;>;>;<;general;village;no;never;7g;f
0;1;0;0;1;1;1;1;;309;;;213;207;218;319;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;general;village;no;never;7g;m
0;1;0;0;1;1;1;1;;248;;;235;250;213;268;>;n;n;>;>;>;>;<;<;>;<;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;village;yes;sev_a_year;8g;f
0;1;0;0;1;1;1;1;;241;;;276;244;207;253;>;n;n;>;>;>;>;<;<;<;<;>;<;n;>;>;>;>;>;>;>;>;>;>;>;>;<;<;higher;village;no;never;7g;f
0;1;0;0;1;1;1;1;;277;;;273;238;285;282;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;>;professional;village;yes;never;7g;m
0;0;0;0;1;1;0;0;;;;;220;204;;;n;n;n;>;>;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;n;>;<;<;<;<;n;professional;village;yes;sev_a_year;8g;m
1;1;0;0;1;1;1;1;510;232;;;234;232;222;253;>;<;<;>;>;>;>;<;<;<;=;>;<;n;>;>;>;>;>;>;>;>;>;>;<;>;<;<;professional;village;yes;never;7g;f
0;1;0;0;1;1;1;1;;272;;;397;250;205;285;>;n;n;>;>;>;>;<;<;<;>;>;<;n;>;>;>;>;>;>;>;>;>;>;>;>;<;<;professional;village;yes;never;7g;m
0;1;0;0;1;1;1;1;;248;;;243;249;212;256;>;n;n;>;>;>;>;<;<;>;<;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;general;village;no;never;6g;m
1;1;1;1;1;1;1;0;272;274;310;315;254;256;250;;<;<;<;>;>;>;<;<;<;>;>;>;<;<;>;>;>;<;>;>;>;<;<;>;<;>;<;<;professional;village;yes;never;6g;m
1;1;0;1;1;1;1;1;343;251;;257;183;332;343;343;>;<;>;>;>;=;=;<;<;>;<;<;<;>;>;>;>;>;>;<;<;<;<;<;<;<;<;=;general;village;yes;never;2g;m
1;1;0;0;1;1;1;1;215;223;;;271;342;262;217;<;<;<;<;<;<;<;<;<;<;<;<;>;n;>;>;>;>;>;>;>;>;<;>;>;>;>;>;professional;village;yes;sev_a_year;9g;f
0;1;0;1;1;1;1;1;;254;;402;240;242;219;262;>;n;>;>;>;>;>;<;<;>;>;>;<;>;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;village;yes;never;5g;f
0;1;0;0;1;1;1;1;;312;;;196;205;312;275;>;n;n;>;>;>;>;<;<;>;>;=;>;n;>;>;>;>;>;>;>;>;<;<;<;<;<;>;general;village;yes;never;3g;f
0;1;0;0;1;1;1;1;;225;;;229;229;185;232;>;n;n;>;>;>;>;<;<;<;<;>;<;n;>;>;>;>;>;>;>;>;=;>;<;>;<;<;professional;village;no;never;6g;f
1;1;0;0;1;1;1;1;255;268;;;155;369;237;267;<;<;<;>;<;>;<;<;<;>;<;>;>;n;>;>;>;>;>;>;>;>;<;<;<;>;>;<;general;village;yes;never;3g;f
0;1;0;0;1;1;1;1;;252;;;248;261;252;317;>;n;n;>;>;>;>;<;<;>;<;=;<;n;>;>;>;>;>;>;>;>;<;<;<;>;<;<;professional;village;yes;sev_a_year;7g;m
1;1;1;1;1;1;1;1;252;253;352;309;249;225;265;252;<;<;<;>;>;<;=;<;<;>;>;<;>;>;>;>;>;>;>;>;>;>;>;<;<;<;<;>;professional;village;no;never;11g;m
0;1;0;0;1;1;1;1;;278;;;261;265;278;288;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;general;village;no;never;7g;m
1;0;0;0;1;1;1;1;372;;;;249;236;372;378;<;<;<;>;>;=;<;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;professional;village;yes;never;9g;m
0;1;0;0;1;1;1;1;;262;;;263;227;205;265;>;n;n;>;>;>;>;<;<;<;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;>;<;<;higher;village;yes;sev_a_year;7g;f
0;0;0;0;1;1;1;0;;;;;257;258;328;;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;general;village;yes;never;11g;f
0;1;0;0;1;1;1;1;;242;;;243;177;206;254;>;n;n;>;>;>;>;<;<;<;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;<;<;<;professional;village;yes;sev_a_year;6g;f
0;1;0;0;1;1;1;1;;257;;;203;165;215;268;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;general;village;yes;sev_a_year;8g;f
0;1;0;1;1;1;1;1;;246;;261;217;241;233;275;>;n;>;>;>;>;>;<;<;>;>;>;<;>;>;>;>;>;>;>;>;<;<;<;<;>;<;<;general;village;no;never;8g;m
0;1;0;0;1;1;1;1;;269;;;217;231;269;282;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;general;village;yes;sev_a_week;6g;f
1;1;0;0;1;1;1;1;632;251;;;446;215;251;277;>;<;<;>;>;>;>;<;<;<;>;=;<;n;>;>;>;>;>;>;>;>;>;>;>;<;<;<;general;village;yes;never;4g;f
0;1;0;1;1;1;1;1;;284;;351;243;248;177;292;>;n;>;>;>;>;>;<;<;>;>;>;<;>;>;>;>;>;>;>;>;>;<;>;<;>;<;<;general;village;no;never;8g;f
0;1;0;0;1;1;1;1;;228;;;230;187;228;241;>;n;n;>;>;>;>;<;<;<;>;=;<;n;>;>;>;>;>;>;>;>;>;>;<;<;<;<;general;village;yes;never;5g;f
1;1;0;0;1;1;1;1;292;299;;;225;227;292;301;<;<;<;>;>;=;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;general;village;yes;sev_a_year;3g;f
1;1;1;0;1;1;1;1;381;256;425;;232;246;256;268;>;<;<;>;>;>;>;<;<;>;>;=;<;<;>;>;>;>;>;>;>;>;<;<;<;<;<;<;general;village;yes;never;8g;f
1;1;1;0;1;1;1;1;174;179;197;;195;174;191;195;<;<;<;<;=;<;<;<;<;<;>;<;<;<;>;>;>;>;>;>;>;>;>;>;=;<;<;<;general;village;yes;never;6g;f
1;0;0;0;1;1;1;1;292;;;;241;195;205;298;<;<;<;>;>;>;<;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;>;>;<;<;<;<;professional;village;yes;sev_a_year;8g;f
0;1;0;0;1;1;1;1;;290;;;359;151;290;305;>;n;n;>;>;>;>;<;<;<;>;=;<;n;>;>;>;>;>;>;>;>;>;>;>;<;<;<;professional;village;yes;never;6g;m
0;1;0;0;1;1;1;1;;213;;;278;298;179;230;>;n;n;>;>;>;>;<;<;<;<;>;<;n;>;>;>;>;>;>;>;>;<;>;>;>;>;<;professional;village;yes;sev_a_year;6g;f
0;1;0;0;1;1;1;1;;322;;;229;233;220;455;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;village;yes;never;9g;m
0;1;0;0;1;1;1;1;;235;;;187;200;235;252;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;general;village;yes;min_once_a_month;10g;f
0;1;0;0;1;1;1;1;;220;;;346;209;208;244;>;n;n;>;>;>;>;<;<;<;>;>;<;n;>;>;>;>;>;>;>;>;>;>;>;>;<;<;higher;village;yes;min_once_a_month;7g;m
1;1;1;1;1;1;1;1;236;255;286;286;249;204;216;267;<;<;<;<;>;>;<;<;<;>;>;>;<;=;>;>;>;>;>;>;>;>;>;>;<;<;<;<;professional;village;no;never;7g;f
0;1;0;0;1;1;1;1;;588;;;224;225;203;284;>;n;n;>;>;>;>;<;<;>;>;>;>;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;village;yes;min_once_a_month;4g;f
0;1;0;0;1;1;1;1;;252;;;473;236;248;264;>;n;n;>;>;>;>;<;<;<;>;>;<;n;>;>;>;>;>;>;>;>;>;>;>;<;<;<;higher;village;yes;never;9g;f
0;0;0;0;1;1;1;0;;;;;250;250;207;;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;=;>;<;>;<;<;professional;village;yes;sev_a_year;3g;f
1;1;0;0;1;1;1;1;271;274;;;213;213;216;281;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;=;<;<;<;<;<;professional;village;yes;min_once_a_month;7g;m
0;1;0;0;1;1;1;1;;244;;;265;208;244;169;>;n;n;>;>;>;>;<;<;<;>;=;>;n;>;>;>;>;>;>;>;>;>;>;>;<;>;>;higher;village;no;never;6g;f
0;1;0;0;1;1;1;1;;240;;;278;280;261;259;>;n;n;>;>;>;>;<;<;<;<;<;<;n;>;>;>;>;>;>;>;>;<;>;>;>;>;>;higher;village;yes;sev_a_year;9g;f
1;1;0;0;1;1;1;1;202;207;;;220;221;296;213;<;<;<;<;<;<;<;<;<;<;<;<;<;n;>;>;>;>;>;>;>;>;<;<;>;<;>;>;professional;village;no;never;7g;f
0;1;0;0;1;1;1;1;;233;;;190;174;233;264;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;general;village;yes;min_once_a_month;2g;f
1;1;1;1;1;1;1;1;248;254;383;383;206;234;255;264;<;<;<;>;>;<;<;<;<;>;>;<;<;=;>;>;>;>;>;>;>;>;<;<;<;<;<;<;general;village;no;never;9g;m
1;1;0;0;1;1;1;1;257;259;;;304;234;234;277;<;<;<;<;>;>;<;<;<;<;>;>;<;n;>;>;>;>;>;>;>;>;>;>;>;=;<;<;higher;village;yes;sev_a_year;9g;f
0;1;0;0;1;1;1;1;;235;;;287;287;206;297;>;n;n;>;>;>;>;<;<;<;<;>;<;n;>;>;>;>;>;>;>;>;=;>;<;>;<;<;higher;village;yes;never;3g;f
0;0;0;0;1;1;1;1;;;;;190;211;234;234;n;n;n;>;>;>;>;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;<;<;<;<;<;=;general;village;yes;never;1g;f
0;1;0;0;1;1;1;1;;240;;;227;240;237;283;>;n;n;>;>;>;>;<;<;>;=;>;<;n;>;>;>;>;>;>;>;>;<;<;<;>;<;<;general;village;yes;never;3g;m
0;0;0;0;1;1;1;0;;;;;460;230;221;;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;professional;village;yes;sev_a_year;1g;f
0;1;0;0;1;1;1;1;;306;;;295;138;306;340;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;general;village;yes;never;1g;m
0;1;0;0;1;1;1;1;;241;;;216;241;241;282;>;n;n;>;>;>;>;<;<;>;=;=;<;n;>;>;>;>;>;>;>;>;<;<;<;=;<;<;general;village;yes;never;2g;f
0;1;0;0;1;1;1;1;;285;;;231;285;285;295;>;n;n;>;>;>;>;<;<;>;=;=;<;n;>;>;>;>;>;>;>;>;<;<;<;=;<;<;general;village;yes;never;1g;m
0;1;0;0;1;1;1;0;;285;;;256;205;285;;>;n;n;>;>;>;n;<;<;>;>;=;<;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;general;village;yes;never;2g;f
0;1;0;0;1;1;1;1;;228;;;156;248;228;234;>;n;n;>;>;>;>;<;<;>;<;=;<;n;>;>;>;>;>;>;>;>;<;<;<;>;>;<;general;village;yes;never;1g;f
0;1;0;1;1;1;1;1;;239;;409;157;213;244;409;>;n;>;>;>;>;>;<;<;>;>;<;<;>;>;>;>;>;>;>;>;=;<;<;<;<;<;<;general;village;yes;never;2g;f
0;1;0;0;1;1;1;1;;271;;;209;259;271;306;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;general;village;yes;never;1g;m
0;1;0;0;1;1;1;1;;305;;;230;254;544;320;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;>;professional;town;yes;min_once_a_month;4g;m
0;1;0;0;1;1;1;1;;300;;;237;237;322;316;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;=;<;<;<;<;>;general;town;no;never;5g;m
0;0;0;0;1;1;1;0;;;;;258;257;321;;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;professional;town;yes;never;9g;f
0;1;0;0;1;1;1;1;;356;;;253;230;230;375;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;=;<;<;higher;town;yes;never;6g;f
0;1;0;0;1;1;1;1;;400;;;255;256;400;418;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;higher;town;yes;never;6g;f
0;1;0;0;1;1;1;0;;228;;;269;317;228;;>;n;n;>;>;>;n;<;<;<;<;=;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;higher;town;yes;min_once_a_month;11g;m
0;1;0;0;1;1;0;0;;229;;;267;196;;;>;n;n;>;>;n;n;<;<;<;>;<;<;n;>;>;n;n;>;>;n;n;>;<;<;<;<;n;general;town;yes;never;11g;f
1;1;1;1;1;1;1;1;377;242;405;277;303;305;209;254;>;<;>;>;>;>;>;<;<;<;<;>;<;>;>;>;>;>;<;<;>;>;<;>;>;>;>;<;higher;town;yes;never;6g;f
0;1;0;0;1;1;1;1;;271;;;237;228;204;292;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;>;<;<;professional;town;yes;sev_a_year;6g;f
0;0;0;0;1;1;1;1;;;;;155;120;384;380;n;n;n;>;>;>;>;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;>;<;<;<;<;>;general;town;yes;never;1g;f
0;1;0;0;1;1;1;1;;215;;;266;267;215;228;>;n;n;>;>;>;>;<;<;<;<;=;<;n;>;>;>;>;>;>;>;>;<;>;>;>;>;<;higher;town;yes;never;6g;f
0;1;0;1;1;1;1;1;;289;;343;240;241;243;312;>;n;>;>;>;>;>;<;<;>;>;>;<;>;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;town;yes;never;8g;f
0;1;0;0;1;1;1;0;;540;;;242;243;209;;>;n;n;>;>;>;n;<;<;>;>;>;<;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;professional;town;yes;never;7g;f
0;1;0;1;1;1;1;1;;250;;315;245;253;250;264;>;n;>;>;>;>;>;<;<;>;<;=;<;>;>;>;>;>;>;>;>;>;<;<;<;>;<;<;professional;town;yes;never;8g;f
0;1;0;0;1;1;1;1;;280;;;245;232;343;299;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;>;professional;town;yes;sev_a_year;5g;m
0;1;0;0;1;1;1;1;;372;;;292;290;372;396;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;higher;town;yes;never;7g;f
1;1;0;0;1;1;1;1;200;284;;;256;230;207;315;<;<;<;<;<;<;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;>;<;<;professional;town;yes;sev_a_year;6g;m
0;1;0;0;1;0;1;1;;256;;;237;;256;270;>;n;n;>;n;>;>;<;<;>;<;=;<;n;>;n;>;>;>;n;>;>;<;<;<;>;>;<;professional;town;yes;never;9g;f
0;1;0;0;1;0;1;0;;285;;;279;;285;;>;n;n;>;n;>;n;<;<;>;<;=;<;n;>;n;>;n;>;n;>;n;<;<;<;>;n;<;higher;town;yes;never;10g;f
0;1;0;0;1;1;0;1;;250;;;222;357;;260;>;n;n;>;>;n;>;<;<;>;<;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;>;>;professional;town;yes;sev_a_year;8g;m
0;1;0;0;1;1;1;1;;286;;;169;140;286;307;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;general;town;yes;never;1g;f
0;1;0;0;1;1;1;1;;329;;;158;192;329;353;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;general;town;yes;once_a_week;3g;m
0;1;0;0;1;1;1;1;;274;;;220;291;274;363;>;n;n;>;>;>;>;<;<;>;<;=;<;n;>;>;>;>;>;>;>;>;<;<;<;>;<;<;general;town;yes;never;3g;f
0;1;0;0;1;1;1;1;;368;;;241;242;361;386;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;general;town;yes;sev_a_year;7g;m
1;1;0;0;1;1;1;1;193;217;;;237;251;193;204;<;<;<;<;<;=;<;<;<;<;<;>;>;n;>;>;>;>;>;>;>;>;<;>;>;>;>;<;professional;town;yes;never;6g;f
0;1;0;0;1;1;1;1;;271;;;195;220;221;294;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;town;yes;min_once_a_month;4g;f
0;1;0;0;1;1;1;1;;311;;;265;266;311;331;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;higher;town;yes;sev_a_year;10g;m
0;1;0;0;1;1;1;1;;277;;;240;240;452;385;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;=;<;<;<;<;>;professional;town;yes;sev_a_year;8g;m
0;1;0;0;1;1;1;1;;263;;;309;237;168;273;>;n;n;>;>;>;>;<;<;<;>;>;<;n;>;>;>;>;>;>;>;>;>;>;>;>;<;<;higher;town;yes;never;7g;f
0;1;0;0;1;1;1;1;;287;;;144;145;169;318;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;general;town;yes;sev_a_year;3g;m
0;1;0;0;1;1;1;1;;288;;;257;246;288;301;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;professional;town;yes;sev_a_year;9g;m
0;1;0;0;1;1;1;1;;286;;;226;203;286;312;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;general;town;yes;never;4g;f
0;1;0;0;1;1;1;1;;255;;;243;244;255;266;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;town;yes;never;10g;f
0;1;0;0;1;1;0;1;;253;;;218;241;;267;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;professional;town;yes;min_once_a_month;10g;m
0;1;0;0;1;1;1;1;;282;;;263;266;282;302;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;higher;town;yes;never;8g;f
0;1;0;0;1;1;1;1;;362;;;216;217;207;428;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;general;town;yes;sev_a_year;8g;m
0;1;0;0;1;1;1;1;;340;;;302;326;302;359;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;=;<;>;<;<;higher;town;yes;once_a_week;7g;m
0;1;0;0;1;1;1;1;;239;;;204;175;239;261;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;general;town;yes;never;3g;f
0;1;0;0;1;1;1;1;;290;;;210;177;407;328;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;>;general;town;yes;min_once_a_month;4g;m
0;1;0;0;1;1;1;1;;330;;;205;254;415;349;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;>;general;town;yes;never;4g;m
0;1;0;0;1;1;1;1;;319;;;265;270;319;338;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;higher;town;yes;never;9g;f
0;1;0;0;1;0;1;1;;263;;;213;;204;274;>;n;n;>;n;>;>;<;<;>;<;>;<;n;>;n;>;>;>;n;>;>;<;>;<;>;>;<;professional;town;yes;never;11g;f
0;1;0;0;1;1;1;1;;344;;;221;245;343;356;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;general;town;yes;min_once_a_month;9g;m
0;0;0;0;1;1;0;0;;;;;265;242;;;n;n;n;>;>;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;n;>;<;<;<;<;n;professional;town;yes;min_once_a_month;11g;m
0;1;0;0;1;1;0;1;;252;;;237;231;;268;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;>;<;<;<;<;>;general;town;yes;min_once_a_month;10g;m
0;1;0;0;1;1;1;1;;209;;;214;161;300;274;>;n;n;>;>;>;>;<;<;<;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;>;general;town;yes;never;4g;f
0;1;0;0;1;1;1;1;;293;;;206;208;293;323;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;general;town;yes;never;7g;f
0;1;0;0;1;1;0;1;;282;;;268;269;;348;>;n;n;>;>;n;>;<;<;>;>;<;<;n;>;>;n;>;>;>;n;>;<;<;<;<;<;>;higher;town;yes;sev_a_year;7g;m
1;1;0;0;1;1;1;1;175;216;;;203;211;175;186;<;<;<;<;<;=;<;<;<;>;>;>;>;n;>;>;>;>;>;>;>;>;<;>;>;>;>;<;general;town;yes;never;5g;f
0;1;0;0;1;1;1;1;;259;;;259;247;202;271;>;n;n;>;>;>;>;<;<;=;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;>;<;<;professional;town;yes;never;9g;f
0;1;0;0;1;1;1;1;;319;;;242;241;406;334;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;>;professional;town;yes;min_once_a_month;4g;m
0;0;0;0;1;1;0;0;;;;;303;303;;;n;n;n;>;>;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;n;=;<;<;<;<;n;higher;town;yes;min_once_a_month;11g;m
0;1;0;0;1;1;1;1;;236;;;253;412;236;259;>;n;n;>;>;>;>;<;<;<;<;=;<;n;>;>;>;>;>;>;>;>;<;>;<;>;>;<;professional;town;yes;never;8g;f
1;1;0;0;1;1;1;1;243;484;;;242;479;209;261;<;<;<;>;<;>;<;<;<;>;>;>;>;n;>;>;>;>;>;>;>;>;<;>;<;>;>;<;professional;town;yes;never;7g;f
0;1;0;0;1;1;1;1;;255;;;256;257;211;265;>;n;n;>;>;>;>;<;<;<;<;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;higher;town;yes;sev_a_year;7g;m
0;1;0;0;1;0;1;1;;220;;;233;;220;234;>;n;n;>;n;>;>;<;<;<;<;=;<;n;>;n;>;>;>;n;>;>;<;>;<;>;>;<;general;town;yes;never;10g;f
0;1;0;1;1;1;1;1;;243;;357;243;358;243;255;>;n;>;>;>;>;>;<;<;=;<;=;<;>;>;>;>;>;>;<;>;>;<;=;<;>;>;<;professional;town;yes;never;9g;f
0;1;0;1;1;1;1;1;;288;;384;241;242;288;316;>;n;>;>;>;>;>;<;<;>;>;=;<;>;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;town;yes;never;7g;f
0;1;0;1;1;1;1;1;;290;;351;247;235;189;548;>;n;>;>;>;>;>;<;<;>;>;>;<;>;>;>;>;>;>;>;>;<;>;>;<;>;<;<;higher;town;yes;sev_a_year;2g;m
0;0;0;0;1;1;1;0;;;;;270;273;213;;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;higher;town;yes;never;10g;f
0;1;0;0;1;1;0;0;;310;;;262;263;;;>;n;n;>;>;n;n;<;<;>;>;<;<;n;>;>;n;n;>;>;n;n;<;<;<;<;<;n;higher;town;yes;min_once_a_month;11g;m
0;1;0;0;1;1;1;1;;359;;;270;271;213;372;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;higher;town;yes;sev_a_year;5g;m
0;0;0;0;1;1;1;0;;;;;283;285;214;;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;higher;town;yes;never;6g;f
0;1;0;0;1;1;1;1;;332;;;265;268;208;344;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;higher;town;yes;never;3g;f
0;0;0;0;1;1;1;0;;;;;328;244;447;;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;higher;town;yes;never;6g;f
0;0;0;0;1;1;1;0;;;;;263;266;206;;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;higher;town;yes;never;7g;f
0;1;0;0;1;1;1;1;;297;;;266;269;309;315;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;higher;town;yes;never;9g;f
0;1;0;0;1;1;1;1;;263;;;293;281;263;279;>;n;n;>;>;>;>;<;<;<;<;=;<;n;>;>;>;>;>;>;>;>;>;>;>;>;>;<;higher;town;yes;never;7g;f
0;0;0;0;1;1;1;0;;;;;278;269;221;;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;higher;town;yes;never;6g;m
