partner;marriage;break;divorce;eductaion;work;sep_from_par;child;partner;marriage;break;divorce;eductaion;work;sep_from_par;child;partner marriage;partner break;partner divorce;partner education;partner work;partner separation from parents;partner child;marriage break;marriage divorce;marriage education;marriage work;marriage separation from parents;marriage child;break divorce;break education;break work;break separation from parents;break child;divorce education;divorce work;divorce separation from parents;divorce child;education work;education separation from parents;education child;work separation from parents;work child;separation from parents child;education type;locality;religion;how often;generation;gender
0;0;0;0;1;1;1;0;;;;;336;257;239;;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;>;<;>;<;<;higher;city;no;never;10g;m
0;1;0;0;1;1;1;1;;289;;;534;244;208;296;>;n;n;>;>;>;>;<;<;<;>;>;<;n;>;>;>;>;>;>;>;>;>;>;>;>;<;<;professional;city;yes;sev_a_year;5g;m
0;1;0;0;1;1;1;1;;272;;;266;286;284;272;>;n;n;>;>;>;>;<;<;>;<;<;=;n;>;>;>;>;>;>;>;>;<;<;<;>;>;>;higher;city;yes;never;4g;m
0;1;0;0;1;1;1;1;;329;;;546;234;224;332;>;n;n;>;>;>;>;<;<;<;>;>;<;n;>;>;>;>;>;>;>;>;>;>;>;>;<;<;higher;city;yes;never;1g;m
1;1;0;0;1;1;1;1;245;253;;;429;189;201;265;<;<;<;<;>;>;<;<;<;<;>;>;<;n;>;>;>;>;>;>;>;>;>;>;>;<;<;<;professional;city;yes;sev_a_year;5g;m
1;1;0;1;1;1;1;1;442;323;;444;274;278;217;319;>;<;<;>;>;>;>;<;<;>;>;>;>;>;>;>;>;>;>;>;>;>;<;>;<;>;<;<;higher;city;no;never;2g;m
0;1;0;0;1;1;1;1;;282;;;230;230;221;279;>;n;n;>;>;>;>;<;<;>;>;>;>;n;>;>;>;>;>;>;>;>;=;>;<;>;<;<;professional;city;yes;never;4g;m
0;0;0;0;1;1;0;0;;;;;217;350;;;n;n;n;>;>;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;n;<;<;<;<;<;n;general;city;yes;never;10g;m
1;0;0;0;1;1;1;1;268;;;;640;212;266;284;<;<;<;<;>;>;<;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;>;>;>;<;<;<;higher;city;no;never;5g;m
0;1;0;0;1;1;1;1;;271;;;204;204;237;275;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;=;<;<;<;<;<;professional;village;yes;sev_a_year;5g;m
0;1;0;0;1;1;1;1;;332;;;340;353;244;349;>;n;n;>;>;>;>;<;<;<;<;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;>;<;higher;city;yes;never;5g;m
0;1;0;0;1;1;1;1;;264;;;266;269;209;275;>;n;n;>;>;>;>;<;<;<;<;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;higher;town;yes;never;4g;m
1;1;0;0;1;1;1;1;280;293;;;249;263;357;306;<;<;<;>;>;<;<;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;>;professional;city;no;never;2g;m
0;1;0;0;1;1;1;1;;305;;;351;353;273;326;>;n;n;>;>;>;>;<;<;<;<;>;<;n;>;>;>;>;>;>;>;>;<;>;>;>;>;<;higher;village;yes;sev_a_year;1g;m
1;1;0;0;1;1;1;1;297;309;;;271;272;297;325;<;<;<;>;>;=;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;higher;city;yes;never;11g;m
0;1;0;0;1;1;1;1;;245;;;216;242;216;258;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;=;<;>;<;<;professional;village;yes;never;9g;m
0;1;0;0;1;1;1;1;;249;;;269;235;386;255;>;n;n;>;>;>;>;<;<;<;>;<;<;n;>;>;>;>;>;>;>;>;>;<;>;<;<;>;professional;city;yes;sev_a_year;5g;m
1;1;0;0;1;1;1;1;251;264;;;517;253;220;294;<;<;<;<;<;>;<;<;<;<;>;>;<;n;>;>;>;>;>;>;>;>;>;>;>;>;<;<;professional;city;yes;sev_a_year;7g;m
1;1;0;0;1;1;1;1;278;320;;;283;243;301;283;<;<;<;<;>;<;<;<;<;>;>;>;>;n;>;>;>;>;>;>;>;>;>;<;=;<;<;>;professional;village;yes;never;8g;m
1;1;1;1;1;1;1;1;318;321;585;599;241;218;242;319;<;<;<;>;>;>;<;<;<;>;>;>;>;<;>;>;>;>;>;>;>;>;>;<;<;<;<;<;professional;city;no;never;4g;m
1;1;0;0;1;1;1;1;237;298;;;256;265;174;242;<;<;<;<;<;>;<;<;<;>;>;>;>;n;>;>;>;>;>;>;>;>;<;>;>;>;>;<;general;village;no;never;10g;m
1;0;0;0;1;1;1;1;354;;;;193;186;286;354;<;<;<;>;>;>;=;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;general;city;yes;sev_a_year;10g;m
0;1;0;0;1;1;1;1;;261;;;210;206;282;262;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;>;professional;city;yes;never;6g;m
0;0;0;0;1;1;0;0;;;;;215;212;;;n;n;n;>;>;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;n;>;<;<;<;<;n;professional;city;yes;never;11g;m
0;1;0;1;1;1;1;1;;252;;297;228;226;249;262;>;n;>;>;>;>;>;<;<;>;>;>;<;>;>;>;>;>;>;>;>;>;>;<;<;<;<;<;professional;city;yes;never;9g;m
0;0;0;0;1;1;1;1;;;;;212;239;261;340;n;n;n;>;>;>;>;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;city;no;never;8g;m
0;1;0;1;1;1;1;1;;246;;261;217;241;233;275;>;n;>;>;>;>;>;<;<;>;>;>;<;>;>;>;>;>;>;>;>;<;<;<;<;>;<;<;general;village;no;never;8g;m
0;0;0;0;1;0;1;0;;;;;219;;241;;n;n;n;>;n;>;n;n;n;>;n;>;n;n;>;n;>;n;>;n;>;n;<;<;<;>;n;<;general;village;yes;sev_a_year;11g;m
1;1;1;0;1;1;1;1;272;296;609;;354;210;213;286;<;<;<;<;>;>;<;<;<;<;>;>;>;<;>;>;>;>;>;>;>;>;>;>;>;<;<;<;professional;city;yes;never;3g;m
0;1;0;0;1;1;1;1;;288;;;298;209;328;305;>;n;n;>;>;>;>;<;<;<;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;>;professional;city;yes;never;9g;m
1;1;1;0;1;1;1;1;341;462;540;;390;190;273;353;<;<;<;<;>;>;<;<;<;>;>;>;>;<;>;>;>;>;>;>;>;>;>;>;>;<;<;<;professional;village;yes;never;2g;m
1;1;0;1;1;1;1;1;286;240;;275;236;241;240;295;>;<;>;>;>;>;<;<;<;>;<;=;<;>;>;>;>;>;>;>;>;<;<;<;<;>;<;<;professional;city;yes;never;8g;m
0;1;0;0;1;1;1;1;;303;;;337;293;241;316;>;n;n;>;>;>;>;<;<;<;>;>;<;n;>;>;>;>;>;>;>;>;>;>;>;>;<;<;higher;city;yes;never;3g;m
0;0;0;0;1;1;1;1;;;;;262;285;370;301;n;n;n;>;>;>;>;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;<;<;<;<;<;>;higher;city;yes;sev_a_year;7g;m
1;1;0;0;1;1;1;1;254;267;;;247;247;267;315;<;<;<;>;>;<;<;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;=;<;<;<;<;<;general;city;yes;sev_a_year;4g;m
1;1;0;1;1;1;1;1;327;298;;322;287;216;181;309;>;<;>;>;>;>;>;<;<;>;>;>;<;>;>;>;>;>;>;>;>;>;>;>;<;>;<;<;professional;city;yes;sev_a_year;4g;m
0;1;0;0;1;1;1;1;;311;;;265;266;311;331;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;higher;town;yes;sev_a_year;10g;m
1;1;0;1;1;1;1;1;503;291;;410;301;217;301;327;>;<;>;>;>;>;>;<;<;<;>;<;<;>;>;>;>;>;>;>;>;>;>;=;<;<;<;<;higher;city;no;sev_a_year;4g;m
1;1;1;1;1;1;1;1;280;289;486;486;221;221;417;307;<;<;<;>;>;<;<;<;<;>;>;<;<;=;>;>;>;>;>;>;>;>;=;<;<;<;<;>;professional;city;yes;never;6g;m
0;1;0;0;1;1;1;1;;321;;;212;451;211;335;>;n;n;>;>;>;>;<;<;>;<;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;>;<;general;village;yes;sev_a_year;9g;m
0;1;0;0;1;1;1;1;;276;;;312;251;225;292;>;n;n;>;>;>;>;<;<;<;>;>;<;n;>;>;>;>;>;>;>;>;>;>;>;>;<;<;general;village;yes;sev_a_year;10g;m
0;1;0;0;1;1;1;1;;312;;;207;186;618;323;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;>;general;village;yes;never;1g;m
0;1;0;0;1;1;1;1;;334;;;232;233;334;346;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;general;village;yes;sev_a_year;5g;m
0;1;0;0;1;1;1;1;;313;;;275;370;228;327;>;n;n;>;>;>;>;<;<;>;<;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;>;<;professional;town;yes;never;2g;m
1;0;0;0;1;1;1;1;354;;;;193;186;286;354;<;<;<;>;>;>;=;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;general;city;yes;sev_a_year;10g;m
0;0;0;0;1;1;1;0;;;;;335;236;469;;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;>;<;<;<;<;<;professional;city;yes;never;9g;m
0;1;0;0;1;1;1;1;;306;;;234;199;450;312;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;>;general;city;no;never;2g;m
1;0;1;0;1;1;1;0;247;;283;;212;212;222;;<;<;<;>;>;>;<;>;n;>;>;>;n;<;>;>;>;<;>;>;>;n;=;<;<;<;<;<;professional;city;yes;sev_a_year;9g;m
0;1;0;0;1;1;1;1;;316;;;232;183;245;328;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;general;city;yes;never;1g;m
0;1;0;0;1;1;1;1;;274;;;143;190;240;296;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;general;city;yes;never;3g;m
0;1;0;0;1;1;1;1;;248;;;259;227;218;260;>;n;n;>;>;>;>;<;<;<;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;>;<;<;general;village;yes;sev_a_year;7g;m
0;0;0;0;1;1;0;0;;;;;214;209;;;n;n;n;>;>;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;n;>;<;<;<;<;n;general;village;no;never;8g;m
0;1;0;0;1;1;0;1;;271;;;267;255;;266;>;n;n;>;>;n;>;<;<;>;>;<;>;n;>;>;n;>;>;>;n;>;>;<;>;<;<;>;higher;city;yes;sev_a_year;11g;m
1;1;0;0;1;1;1;1;328;343;;;225;188;218;350;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;<;<;<;professional;village;yes;never;6g;m
0;1;0;0;1;1;1;1;;354;;;280;301;354;377;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;higher;city;yes;never;1g;m
1;1;0;1;1;1;1;1;354;279;;322;220;207;219;294;>;<;>;>;>;>;>;<;<;>;>;>;<;>;>;>;>;>;>;>;>;>;>;>;<;<;<;<;professional;city;yes;never;5g;m
1;1;0;0;1;1;1;1;710;250;;;249;250;225;265;>;<;<;>;>;>;>;<;<;>;=;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;city;yes;never;1g;m
0;1;0;0;1;1;1;1;;258;;;213;214;285;271;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;>;professional;city;yes;never;7g;m
0;1;0;0;1;1;1;1;;252;;;248;261;252;317;>;n;n;>;>;>;>;<;<;>;<;=;<;n;>;>;>;>;>;>;>;>;<;<;<;>;<;<;professional;village;yes;sev_a_year;7g;m
0;1;0;0;1;1;1;1;;269;;;243;217;272;278;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;general;village;yes;never;3g;m
0;1;0;0;1;1;1;1;;263;;;183;171;263;281;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;general;village;yes;never;2g;m
0;1;0;0;1;1;1;1;;287;;;246;248;349;298;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;>;professional;city;yes;never;6g;m
1;1;0;1;1;1;1;1;299;235;;282;221;194;225;248;>;<;>;>;>;>;>;<;<;>;>;>;<;>;>;>;>;>;>;>;>;>;>;<;<;<;<;<;professional;village;no;never;9g;m
0;1;0;0;1;1;1;1;;293;;;204;198;334;303;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;>;professional;village;no;never;6g;m
0;1;0;1;1;1;1;1;;285;;520;236;192;292;298;>;n;>;>;>;>;>;<;<;>;>;<;<;>;>;>;>;>;>;>;>;>;>;<;<;<;<;<;professional;city;yes;never;4g;m
0;1;0;0;1;1;1;1;;251;;;222;222;251;254;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;=;<;<;<;<;<;professional;city;yes;sev_a_year;6g;m
0;1;0;0;1;1;1;1;;280;;;229;242;400;302;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;>;professional;city;no;never;9g;m
0;0;0;0;1;1;1;0;;;;;254;259;206;;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;general;city;yes;sev_a_year;8g;m
0;1;0;0;1;1;1;1;;293;;;293;276;214;280;>;n;n;>;>;>;>;<;<;=;>;>;>;n;>;>;>;>;>;>;>;>;>;>;>;>;<;<;higher;village;yes;min_once_a_month;8g;m
1;1;0;0;1;1;1;1;270;290;;;226;228;205;291;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;higher;village;no;never;7g;m
0;1;0;0;1;1;1;1;;253;;;256;542;253;264;>;n;n;>;>;>;>;<;<;<;<;=;<;n;>;>;>;>;>;>;>;>;<;>;<;>;>;<;general;village;no;never;6g;m
1;1;0;0;1;1;1;1;455;216;;;229;243;242;301;>;<;<;>;>;>;>;<;<;<;<;<;<;n;>;>;>;>;>;>;>;>;<;<;<;>;<;<;professional;village;no;never;5g;m
0;1;0;0;1;1;1;1;;289;;;203;206;289;296;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;village;yes;never;6g;m
1;1;0;0;1;1;1;1;269;281;;;210;247;285;297;<;<;<;>;>;<;<;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;village;yes;sev_a_year;9g;m
0;1;0;0;1;1;1;1;;270;;;218;246;270;314;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;city;yes;sev_a_year;9g;m
1;1;1;1;1;1;1;1;219;224;281;373;372;231;330;258;<;<;<;<;<;<;<;<;<;<;<;<;<;<;<;>;<;>;>;>;>;>;>;>;>;<;<;>;professional;city;yes;never;4g;m
1;1;0;0;1;1;1;1;264;277;;;231;271;337;294;<;<;<;>;<;<;<;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;>;professional;city;yes;never;10g;m
0;1;0;0;1;1;1;1;;259;;;337;245;284;274;>;n;n;>;>;>;>;<;<;<;>;<;<;n;>;>;>;>;>;>;>;>;>;>;>;<;<;>;professional;village;no;never;7g;m
0;1;0;0;1;1;1;1;;414;;;258;258;237;427;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;=;>;<;>;<;<;higher;village;yes;never;2g;m
1;0;0;0;1;1;1;1;339;;;;343;186;344;357;<;<;<;<;>;<;<;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;professional;town;yes;sev_a_year;5g;m
1;1;0;0;1;1;1;1;578;278;;;205;192;290;302;>;<;<;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;general;city;no;never;1g;m
0;1;0;0;1;1;1;1;;259;;;702;702;271;274;>;n;n;>;>;>;>;<;<;<;<;<;<;n;>;>;>;>;>;>;>;>;=;>;>;>;>;<;professional;village;no;never;3g;m
0;1;0;0;1;1;1;1;;358;;;474;229;358;370;>;n;n;>;>;>;>;<;<;<;>;=;<;n;>;>;>;>;>;>;>;>;>;>;>;<;<;<;professional;village;yes;never;8g;m
1;1;0;0;1;1;1;1;302;341;;;215;267;229;259;<;<;<;>;>;>;>;<;<;>;>;>;>;n;>;>;>;>;>;>;>;>;<;<;<;>;>;<;professional;town;yes;sev_a_year;9g;m
0;1;0;0;1;1;1;1;;254;;;242;243;254;263;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;city;yes;sev_a_year;9g;m
0;0;0;0;1;1;0;0;;;;;216;215;;;n;n;n;>;>;n;n;n;n;>;>;n;n;n;>;>;n;n;>;>;n;n;>;<;<;<;<;n;professional;city;yes;never;7g;m
0;1;0;0;1;1;1;1;;289;;;283;219;215;299;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;>;<;>;<;<;professional;village;yes;never;1g;m
1;0;1;0;1;1;1;0;339;;362;;230;208;490;;<;<;<;>;>;<;<;>;n;>;>;>;n;<;>;>;<;<;>;>;>;n;>;<;<;<;<;<;general;city;yes;sev_a_year;6g;m
0;1;0;0;1;1;1;1;;298;;;283;211;262;218;>;n;n;>;>;>;>;<;<;>;>;>;>;n;>;>;>;>;>;>;>;>;>;>;>;<;<;>;professional;village;no;never;4g;m
1;1;1;1;1;1;1;1;387;294;401;420;297;298;298;295;>;<;<;>;>;>;>;<;<;<;<;<;<;<;>;>;>;>;>;>;>;>;<;<;>;=;>;>;professional;village;no;never;4g;m
1;1;0;0;1;1;1;1;265;283;;;200;248;221;299;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;<;<;>;<;<;general;village;no;never;5g;m
1;1;0;0;1;1;1;1;302;583;;;216;218;224;337;<;<;<;>;>;>;<;<;<;>;>;>;>;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;city;no;never;6g;m
1;1;1;1;1;1;1;1;328;354;375;375;233;259;321;362;<;<;<;>;>;>;<;<;<;>;>;>;<;=;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;city;yes;sev_a_year;9g;m
0;1;0;0;1;1;1;1;;255;;;256;257;211;265;>;n;n;>;>;>;>;<;<;<;<;>;<;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;higher;town;yes;sev_a_year;7g;m
1;1;1;0;1;1;1;1;365;519;400;;223;224;200;390;<;<;<;>;>;>;<;>;<;>;>;>;>;<;>;>;>;>;>;>;>;>;<;>;<;>;<;<;professional;city;no;never;8g;m
0;1;0;0;1;1;1;1;;249;;;348;261;249;270;>;n;n;>;>;>;>;<;<;<;<;=;<;n;>;>;>;>;>;>;>;>;>;>;>;>;<;<;higher;city;yes;sev_a_year;8g;m
0;1;0;0;1;1;1;1;;273;;;261;262;262;283;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;<;<;=;<;<;higher;city;yes;never;5g;m
0;1;0;1;1;1;1;0;;257;;290;264;262;530;;>;n;>;>;>;>;n;<;<;<;<;<;<;>;>;>;>;n;>;>;<;<;>;<;<;<;<;<;professional;city;no;never;5g;m
0;1;0;0;1;1;1;1;;268;;;227;230;268;278;>;n;n;>;>;>;>;<;<;>;>;=;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;city;yes;sev_a_year;5g;m
0;1;0;1;1;1;1;1;;252;;297;228;226;249;262;>;n;>;>;>;>;>;<;<;>;>;>;<;>;>;>;>;>;>;>;>;>;>;<;<;<;<;<;professional;city;yes;never;9g;m
0;1;0;0;1;1;1;1;;407;;;274;275;431;426;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;>;higher;village;no;never;7g;m
1;1;0;0;1;1;1;1;308;310;;;208;209;242;327;<;<;<;>;>;>;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;general;village;yes;sev_a_year;6g;m
0;1;0;0;1;1;1;1;;228;;;233;232;230;266;>;n;n;>;>;>;>;<;<;<;<;<;<;n;>;>;>;>;>;>;>;>;>;>;<;>;<;<;professional;city;yes;never;9g;m
0;1;0;1;1;1;1;1;;197;;262;220;182;209;356;>;n;>;>;>;>;>;<;<;<;>;<;<;>;>;>;>;>;>;>;>;<;>;>;<;<;<;<;general;village;yes;never;5g;m
1;1;0;0;1;1;1;1;275;292;;;264;244;220;283;<;<;<;>;>;>;<;<;<;>;>;>;>;n;>;>;>;>;>;>;>;>;>;>;<;>;<;<;professional;village;yes;never;6g;m
0;1;0;0;1;1;1;1;;275;;;290;210;186;282;>;n;n;>;>;>;>;<;<;<;>;>;<;n;>;>;>;>;>;>;>;>;>;>;>;>;<;<;professional;city;yes;sev_a_year;5g;m
0;1;0;0;1;1;1;0;;302;;;617;146;327;;>;n;n;>;>;>;n;<;<;<;>;<;<;n;>;>;>;n;>;>;>;n;>;>;<;<;<;<;professional;city;yes;never;1g;m
1;0;0;0;1;1;1;1;339;;;;564;177;236;355;<;<;<;<;>;>;<;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;>;>;>;<;<;<;general;city;yes;sev_a_year;2g;m
0;1;0;0;1;1;1;1;;275;;;303;177;275;284;>;n;n;>;>;>;>;<;<;<;>;=;<;n;>;>;>;>;>;>;>;>;>;>;>;<;<;<;general;village;yes;never;4g;m
0;1;0;1;1;1;1;1;;299;;360;264;266;461;305;>;n;>;>;>;>;>;<;<;>;>;<;<;>;>;>;>;>;>;>;<;>;<;<;<;<;<;>;higher;city;no;never;9g;m
0;1;0;1;1;1;1;1;;274;;341;269;188;676;284;>;n;>;>;>;>;>;<;<;>;>;<;<;>;>;>;>;>;>;>;<;>;>;<;<;<;<;>;general;city;yes;min_once_a_month;5g;m
0;1;0;0;1;1;1;1;;405;;;174;171;308;414;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;professional;city;no;never;2g;m
1;1;1;1;1;1;1;1;262;270;403;406;295;246;204;273;<;<;<;<;>;>;<;<;<;<;>;>;<;<;>;>;>;>;>;>;>;>;>;>;>;>;<;<;higher;city;yes;never;8g;m
0;1;0;0;1;1;1;1;;286;;;281;248;436;298;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;>;professional;city;yes;sev_a_year;7g;m
1;1;0;0;1;1;1;1;254;259;;;204;207;254;270;<;<;<;>;>;=;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;general;village;no;never;9g;m
0;1;0;0;1;1;1;1;;257;;;285;248;213;268;>;n;n;>;>;>;>;<;<;<;>;>;<;n;>;>;>;>;>;>;>;>;>;>;>;>;<;<;professional;city;yes;never;7g;m
0;1;0;0;1;1;1;1;;235;;;199;199;222;256;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;=;<;<;<;<;<;general;city;yes;never;6g;m
0;1;0;0;1;1;1;1;;343;;;197;188;435;372;>;n;n;>;>;>;>;<;<;>;>;<;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;>;general;village;yes;sev_a_year;3g;m
1;0;0;0;1;1;1;1;236;;;;331;176;255;256;<;<;<;<;>;<;<;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;>;>;>;<;<;<;professional;city;no;sev_a_year;8g;m
0;1;0;0;1;1;1;1;;287;;;328;198;308;300;>;n;n;>;>;>;>;<;<;<;>;<;<;n;>;>;>;>;>;>;>;>;>;>;>;<;<;>;professional;city;yes;never;2g;m
0;1;0;0;1;1;1;1;;358;;;474;229;358;370;>;n;n;>;>;>;>;<;<;<;>;=;<;n;>;>;>;>;>;>;>;>;>;>;>;<;<;<;professional;village;yes;never;8g;m
0;0;0;0;1;1;1;0;;;;;270;272;308;;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;<;<;<;<;<;higher;village;no;never;11g;m
1;1;0;0;1;1;1;1;305;448;;;264;292;206;341;<;<;<;>;>;>;<;<;<;>;>;>;>;n;>;>;>;>;>;>;>;>;<;>;<;>;<;<;higher;village;yes;sev_a_year;5g;m
0;1;0;0;1;1;1;1;;261;;;216;203;218;270;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;>;<;<;<;<;<;general;village;yes;never;9g;m
0;1;0;1;1;1;1;1;;240;;279;215;241;240;250;>;n;>;>;>;>;>;<;<;>;<;=;<;>;>;>;>;>;>;>;>;>;<;<;<;>;<;<;professional;city;yes;never;10g;m
1;1;0;1;1;1;1;1;439;281;;315;273;244;218;290;>;<;>;>;>;>;>;<;<;>;>;>;<;>;>;>;>;>;>;>;>;>;>;>;<;>;<;<;professional;city;yes;never;5g;m
1;1;0;1;1;1;1;1;651;313;;641;333;244;217;323;>;<;>;>;>;>;>;<;<;<;>;>;<;>;>;>;>;>;>;>;>;>;>;>;>;>;<;<;higher;city;no;never;5g;m
1;1;1;1;1;1;1;1;328;354;375;375;233;259;321;362;<;<;<;>;>;>;<;<;<;>;>;>;<;=;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;city;yes;sev_a_year;9g;m
0;0;0;0;1;1;1;1;;;;;212;239;261;340;n;n;n;>;>;>;>;n;n;>;>;>;>;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;city;no;never;8g;m
0;1;0;0;1;1;1;1;;343;;;210;253;227;348;>;n;n;>;>;>;>;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;<;<;>;<;<;general;city;yes;never;6g;m
1;1;0;0;1;1;1;1;297;309;;;271;272;297;325;<;<;<;>;>;=;<;<;<;>;>;>;<;n;>;>;>;>;>;>;>;>;<;<;<;<;<;<;higher;city;yes;never;11g;m
0;1;0;0;1;1;1;1;;235;;;410;185;186;243;>;n;n;>;>;>;>;<;<;<;>;>;<;n;>;>;>;>;>;>;>;>;>;>;>;<;<;<;general;village;no;never;9g;m
0;1;0;0;1;1;1;1;;287;;;439;241;287;299;>;n;n;>;>;>;>;<;<;<;>;=;<;n;>;>;>;>;>;>;>;>;>;>;>;<;<;<;professional;city;yes;sev_a_year;3g;m
0;1;0;1;1;1;1;1;;263;;539;259;260;263;276;>;n;>;>;>;>;>;<;<;>;>;=;<;>;>;>;>;>;>;>;>;>;<;<;<;<;<;<;professional;city;yes;never;5g;m
0;0;0;0;1;1;1;0;;;;;235;245;217;;n;n;n;>;>;>;n;n;n;>;>;>;n;n;>;>;>;n;>;>;>;n;<;>;<;>;<;<;professional;city;no;never;9g;m
