work,separation,partner,marriage,children,gender,generation
0.082043379,0.06163673,0.055884205,0.056070716,0.059530728,1,6
0.052742172,0.056277014,0.051024709,0.053632859,0.052387041,0,5
0.04395181,0.040197867,0.055884205,0.056070716,0.05476827,0,6
0.049812051,0.050917299,0.046165213,0.046319287,0.045243353,1,3
0.064462655,0.045557583,0.043735465,0.04388143,0.045243353,1,6
0.055672293,0.050917299,0.065603198,0.063384288,0.064293186,1,4
0.058602413,0.048237441,0.055884205,0.058508573,0.061911957,1,5
0.052742172,0.058956872,0.053454457,0.053632859,0.052387041,1,4
0.052742172,0.053597157,0.048594961,0.051195002,0.052387041,0,6
0.082043379,0.075036019,0.089900678,0.090200717,0.088105478,1,5
0.055672293,0.058956872,0.058313953,0.056070716,0.059530728,1,4
0.049812051,0.045557583,0.06317345,0.065822145,0.064293186,1,3
0.049812051,0.066996446,0.046165213,0.046319287,0.047624583,1,5
0.052742172,0.040197867,0.048594961,0.048757144,0.050005812,1,4
0.038091569,0.048237441,0.048594961,0.063384288,0.047624583,1,2
0.04395181,0.045557583,0.051024709,0.051195002,0.050005812,0,0
0.049812051,0.048237441,0.043735465,0.060946431,0.061911957,0,5
0.049812051,0.077715877,0.070462694,0.056070716,0.05476827,0,3
0.055672293,0.050917299,0.058313953,0.058508573,0.059530728,0,6
0.067392775,0.064316588,0.058313953,0.058508573,0.059530728,1,3
0.052742172,0.050917299,0.041305717,0.046319287,0.047624583,0,0
0.064462655,0.050917299,0.053454457,0.053632859,0.05476827,0,4
0.038091569,0.06163673,0.055884205,0.058508573,0.059530728,1,6
0.084973499,0.077715877,0.070462694,0.07069786,0.069055645,1,5
0.058602413,0.045557583,0.043735465,0.046319287,0.045243353,0,6
0.058602413,0.066996446,0.060743701,0.068260002,0.069055645,1,5
0.046881931,0.053597157,0.055884205,0.060946431,0.061911957,0,3
0.052742172,0.056277014,0.053454457,0.053632859,0.05476827,1,2
0.055672293,0.045557583,0.041305717,0.046319287,0.057149499,1,3
0.067392775,0.042877725,0.077751938,0.078011431,0.078580561,0,3
0.049812051,0.045557583,0.041305717,0.041443573,0.040480895,1,6
0.049812051,0.050917299,0.072892442,0.058508573,0.061911957,0,4
0.046881931,0.042877725,0.046165213,0.048757144,0.047624583,1,5
0.049812051,0.069676304,0.048594961,0.048757144,0.050005812,0,3
0.052742172,0.06163673,0.053454457,0.058508573,0.057149499,0,5
0.067392775,0.048237441,0.060743701,0.058508573,0.059530728,1,2
0.064462655,0.066996446,0.060743701,0.065822145,0.066674416,1,6
0.049812051,0.056277014,0.06317345,0.063384288,0.066674416,1,5
0.055672293,0.056277014,0.051024709,0.053632859,0.052387041,1,5
0.058602413,0.045557583,0.055884205,0.056070716,0.059530728,1,3
0.055672293,0.048237441,0.043735465,0.053632859,0.052387041,1,6
0.04395181,0.048237441,0.043735465,0.046319287,0.045243353,1,0
0.052742172,0.066996446,0.133636143,0.060946431,0.066674416,1,2
0.061532534,0.056277014,0.051024709,0.051195002,0.050005812,1,5
0.049812051,0.056277014,0.055884205,0.056070716,0.045243353,1,5
0.064462655,0.058956872,0.053454457,0.065822145,0.066674416,0,4
0.055672293,0.050917299,0.048594961,0.048757144,0.050005812,1,4
0.076183137,0.053597157,0.048594961,0.048757144,0.047624583,1,2
0.064462655,0.050917299,0.072892442,0.056070716,0.040480895,1,6
0.049812051,0.042877725,0.038875969,0.041443573,0.038099666,1,6
0.055672293,0.056277014,0.055884205,0.060946431,0.064293186,0,6
0.058602413,0.045557583,0.043735465,0.04388143,0.042862124,1,0
0.058602413,0.053597157,0.058313953,0.048757144,0.059530728,1,6
0.061532534,0.056277014,0.051024709,0.078011431,0.061911957,0,5
0.061532534,0.077715877,0.072892442,0.068260002,0.069055645,1,2
0.058602413,0.066996446,0.060743701,0.048757144,0.050005812,1,6
0.052742172,0.048237441,0.046165213,0.046319287,0.052387041,1,5
0.052742172,0.045557583,0.041305717,0.048757144,0.047624583,1,6
0.058602413,0.048237441,0.043735465,0.04388143,0.066674416,1,5
0.046881931,0.03751801,0.055884205,0.080449288,0.064293186,0,1
0.052742172,0.050917299,0.051024709,0.053632859,0.057149499,0,5
0.070322896,0.040197867,0.048594961,0.048757144,0.050005812,0,4
0.064462655,0.040197867,0.048594961,0.048757144,0.050005812,1,5
0.046881931,0.06163673,0.051024709,0.051195002,0.050005812,1,4
0.04395181,0.053597157,0.051024709,0.051195002,0.052387041,0,3
0.055672293,0.06163673,0.058313953,0.058508573,0.061911957,0,6
0.049812051,0.045557583,0.051024709,0.051195002,0.05476827,1,5
0.046881931,0.056277014,0.055884205,0.056070716,0.069055645,0,6
0.046881931,0.048237441,0.048594961,0.048757144,0.047624583,0,6
0.061532534,0.053597157,0.048594961,0.046319287,0.047624583,0,6
0.052742172,0.050917299,0.058313953,0.060946431,0.064293186,0,5
0.052742172,0.053597157,0.048594961,0.051195002,0.059530728,0,3
0.052742172,0.064316588,0.070462694,0.060946431,0.059530728,1,1
0.052742172,0.042877725,0.102049418,0.136520005,0.05476827,1,3
0.052742172,0.069676304,0.06317345,0.063384288,0.064293186,1,2
0.055672293,0.06163673,0.055884205,0.056070716,0.05476827,0,6
0.052742172,0.048237441,0.048594961,0.048757144,0.047624583,1,3
0.055672293,0.077715877,0.070462694,0.07069786,0.071436874,1,6
0.046881931,0.042877725,0.046165213,0.046319287,0.047624583,0,3
0.061532534,0.056277014,0.058313953,0.058508573,0.061911957,0,3
0.064462655,0.058956872,0.053454457,0.053632859,0.047624583,0,5
0.064462655,0.045557583,0.053454457,0.051195002,0.052387041,0,4
0.052742172,0.048237441,0.043735465,0.04388143,0.042862124,1,5
0.049812051,0.048237441,0.043735465,0.056070716,0.05476827,1,6
0.049812051,0.053597157,0.048594961,0.048757144,0.042862124,1,4
0.049812051,0.042877725,0.053454457,0.053632859,0.05476827,0,4
0.04395181,0.042877725,0.041305717,0.041443573,0.047624583,1,4
0.052742172,0.048237441,0.043735465,0.04388143,0.042862124,1,5
0.049812051,0.045557583,0.051024709,0.051195002,0.052387041,1,6
0.04395181,0.053597157,0.055884205,0.056070716,0.05476827,0,5
0.049812051,0.056277014,0.053454457,0.053632859,0.05476827,0,5
0.070322896,0.066996446,0.06317345,0.065822145,0.066674416,0,5
0.058602413,0.053597157,0.046165213,0.051195002,0.050005812,0,5
0.049812051,0.053597157,0.055884205,0.063384288,0.057149499,1,5
0.052742172,0.048237441,0.051024709,0.053632859,0.052387041,1,3
0.061532534,0.06163673,0.055884205,0.056070716,0.05476827,0,5
0.055672293,0.045557583,0.041305717,0.046319287,0.045243353,0,4
0.049812051,0.042877725,0.038875969,0.04388143,0.059530728,1,5
0.067392775,0.064316588,0.080181686,0.058508573,0.059530728,0,5
0.073253017,0.066996446,0.060743701,0.060946431,0.061911957,1,5
0.058602413,0.072356161,0.065603198,0.065822145,0.066674416,1,6
0.049812051,0.048237441,0.046165213,0.051195002,0.047624583,1,6
0.046881931,0.050917299,0.068032946,0.073135717,0.088105478,0,4
0.076183137,0.080395735,0.072892442,0.068260002,0.066674416,1,2
0.049812051,0.045557583,0.051024709,0.051195002,0.052387041,0,5
0.067392775,0.045557583,0.055884205,0.07069786,0.059530728,1,6
0.070322896,0.066996446,0.058313953,0.060946431,0.059530728,1,0
0.049812051,0.040197867,0.046165213,0.046319287,0.050005812,1,6
0.055672293,0.056277014,0.051024709,0.051195002,0.052387041,1,4
0.052742172,0.050917299,0.046165213,0.046319287,0.047624583,1,4
0.049812051,0.050917299,0.046165213,0.046319287,0.050005812,1,2
0.058602413,0.064316588,0.058313953,0.051195002,0.038099666,1,6
0.055672293,0.080395735,0.072892442,0.053632859,0.059530728,1,6
0.073253017,0.072356161,0.058313953,0.058508573,0.059530728,0,6
0.052742172,0.050917299,0.046165213,0.046319287,0.050005812,1,2
0.055672293,0.056277014,0.051024709,0.056070716,0.061911957,0,0
0.049812051,0.056277014,0.055884205,0.056070716,0.057149499,0,1
0.061532534,0.048237441,0.053454457,0.056070716,0.100011623,0,4
0.052742172,0.045557583,0.043735465,0.04388143,0.045243353,1,3
0.058602413,0.045557583,0.051024709,0.051195002,0.052387041,1,3
0.052742172,0.048237441,0.043735465,0.04388143,0.042862124,1,6
0.049812051,0.042877725,0.055884205,0.056070716,0.057149499,0,4
0.046881931,0.050917299,0.043735465,0.04388143,0.050005812,1,6
0.058602413,0.048237441,0.051024709,0.056070716,0.057149499,0,5
0.055672293,0.050917299,0.055884205,0.058508573,0.059530728,0,2
0.046881931,0.03751801,0.043735465,0.039005716,0.042862124,1,4
0.049812051,0.042877725,0.041305717,0.041443573,0.052387041,1,2
0.052742172,0.045557583,0.065603198,0.04388143,0.045243353,1,4
0.055672293,0.064316588,0.058313953,0.063384288,0.061911957,1,3
0.049812051,0.048237441,0.043735465,0.046319287,0.040480895,1,6
0.046881931,0.050917299,0.058313953,0.080449288,0.059530728,1,6
0.049812051,0.048237441,0.043735465,0.04388143,0.045243353,1,3
0.073253017,0.075036019,0.065603198,0.065822145,0.066674416,0,6
0.073253017,0.069676304,0.055884205,0.056070716,0.061911957,0,6
0.067392775,0.06163673,0.072892442,0.073135717,0.076199332,0,2
0.061532534,0.045557583,0.055884205,0.058508573,0.064293186,0,5
0.061532534,0.056277014,0.046165213,0.046319287,0.047624583,1,5
0.058602413,0.133992891,0.06317345,0.063384288,0.064293186,1,3
0.049812051,0.045557583,0.048594961,0.051195002,0.052387041,1,2
0.070322896,0.069676304,0.046165213,0.046319287,0.045243353,1,5
0.058602413,0.048237441,0.092330426,0.051195002,0.052387041,1,4
0.061532534,0.069676304,0.043735465,0.095076432,0.042862124,1,3
0.049812051,0.066996446,0.048594961,0.048757144,0.069055645,1,4
0.058602413,0.053597157,0.051024709,0.058508573,0.064293186,1,5
0.049812051,0.066996446,0.060743701,0.065822145,0.061911957,1,4
0.049812051,0.048237441,0.055884205,0.046319287,0.042862124,0,5
0.049812051,0.040197867,0.041305717,0.041443573,0.042862124,1,5
0.055672293,0.050917299,0.046165213,0.048757144,0.050005812,1,0
0.055672293,0.064316588,0.053454457,0.056070716,0.057149499,0,6
0.052742172,0.048237441,0.046165213,0.051195002,0.050005812,0,5
0.064462655,0.045557583,0.06317345,0.063384288,0.064293186,0,5
0.061532534,0.064316588,0.058313953,0.058508573,0.047624583,1,4
0.055672293,0.03751801,0.048594961,0.048757144,0.092867936,1,5
0.046881931,0.069676304,0.06317345,0.07069786,0.071436874,0,5
0.052742172,0.053597157,0.048594961,0.048757144,0.047624583,1,6
0.046881931,0.056277014,0.055884205,0.056070716,0.057149499,0,2
0.064462655,0.058956872,0.053454457,0.056070716,0.05476827,1,3
0.055672293,0.048237441,0.043735465,0.046319287,0.047624583,1,4
0.041021689,0.040197867,0.036446221,0.058508573,0.057149499,0,6
0.041021689,0.042877725,0.053454457,0.063384288,0.061911957,1,3
0.046881931,0.06163673,0.048594961,0.056070716,0.05476827,1,4
0.055672293,0.06163673,0.055884205,0.048757144,0.050005812,1,6
0.04395181,0.080395735,0.051024709,0.051195002,0.052387041,1,2
0.058602413,0.058956872,0.085041182,0.085325003,0.059530728,0,5
0.049812051,0.056277014,0.051024709,0.056070716,0.05476827,1,6
0.049812051,0.050917299,0.053454457,0.053632859,0.05476827,0,4
0.049812051,0.050917299,0.046165213,0.048757144,0.050005812,1,0
0.04395181,0.048237441,0.036446221,0.051195002,0.050005812,1,0
0.052742172,0.045557583,0.051024709,0.051195002,0.052387041,1,5
0.049812051,0.064316588,0.058313953,0.058508573,0.061911957,1,3
0.052742172,0.042877725,0.060743701,0.063384288,0.066674416,0,5
0.046881931,0.042877725,0.046165213,0.046319287,0.047624583,1,2
0.055672293,0.042877725,0.048594961,0.048757144,0.050005812,1,2
0.049812051,0.056277014,0.051024709,0.065822145,0.064293186,0,5
0.055672293,0.053597157,0.048594961,0.048757144,0.047624583,1,5
0.058602413,0.053597157,0.055884205,0.053632859,0.057149499,1,4
0.052742172,0.048237441,0.043735465,0.04388143,0.050005812,1,2
0.049812051,0.048237441,0.043735465,0.048757144,0.05476827,1,5
0.061532534,0.040197867,0.053454457,0.051195002,0.052387041,0,0
0.046881931,0.050917299,0.055884205,0.056070716,0.050005812,1,5
0.076183137,0.069676304,0.058313953,0.058508573,0.050005812,1,3
0.041021689,0.053597157,0.07532219,0.068260002,0.071436874,0,1
0.049812051,0.045557583,0.058313953,0.058508573,0.066674416,0,2
0.04395181,0.06163673,0.06317345,0.056070716,0.052387041,1,2
0.058602413,0.06163673,0.055884205,0.053632859,0.05476827,1,1
0.055672293,0.06163673,0.055884205,0.056070716,0.057149499,0,4
0.061532534,0.06163673,0.070462694,0.056070716,0.064293186,1,2
0.058602413,0.045557583,0.058313953,0.058508573,0.059530728,0,6
0.052742172,0.048237441,0.051024709,0.051195002,0.052387041,1,4
0.061532534,0.048237441,0.06317345,0.063384288,0.064293186,0,5
0.064462655,0.045557583,0.058313953,0.060946431,0.059530728,1,5
0.049812051,0.048237441,0.106908915,0.065822145,0.066674416,1,4
0.114274706,0.050917299,0.046165213,0.046319287,0.047624583,1,4
0.064462655,0.040197867,0.053454457,0.056070716,0.05476827,0,6
0.058602413,0.066996446,0.048594961,0.048757144,0.047624583,1,3
0.041021689,0.048237441,0.043735465,0.046319287,0.045243353,1,0
0.052742172,0.050917299,0.058313953,0.058508573,0.069055645,0,3
0.064462655,0.050917299,0.046165213,0.046319287,0.052387041,1,6
0.052742172,0.050917299,0.046165213,0.046319287,0.047624583,1,4
0.052742172,0.053597157,0.048594961,0.046319287,0.050005812,1,6
0.052742172,0.112554029,0.102049418,0.046319287,0.047624583,1,5
0.046881931,0.058956872,0.053454457,0.053632859,0.052387041,0,4
0.055672293,0.053597157,0.051024709,0.051195002,0.052387041,1,4
0.04395181,0.072356161,0.043735465,0.04388143,0.045243353,1,3
0.052742172,0.096474882,0.041305717,0.04388143,0.040480895,1,3
0.04395181,0.040197867,0.043735465,0.04388143,0.045243353,1,4
0.052742172,0.045557583,0.046165213,0.046319287,0.050005812,1,4
0.04395181,0.056277014,0.051024709,0.056070716,0.05476827,1,3
0.055672293,0.06163673,0.055884205,0.056070716,0.05476827,1,6
0.067392775,0.06163673,0.055884205,0.056070716,0.102392852,0,4
0.058602413,0.042877725,0.041305717,0.04388143,0.047624583,1,6
0.055672293,0.050917299,0.038875969,0.051195002,0.059530728,0,6
0.055672293,0.045557583,0.041305717,0.041443573,0.064293186,1,6
0.058602413,0.050917299,0.051024709,0.051195002,0.064293186,0,6
0.055672293,0.056277014,0.046165213,0.048757144,0.057149499,1,0
0.073253017,0.042877725,0.065603198,0.058508573,0.059530728,1,4
0.096693982,0.072356161,0.072892442,0.048757144,0.047624583,0,5
0.049812051,0.050917299,0.053454457,0.053632859,0.052387041,0,4
0.061532534,0.056277014,0.058313953,0.060946431,0.061911957,0,4
0.049812051,0.06163673,0.055884205,0.056070716,0.057149499,1,5
0.064462655,0.058956872,0.055884205,0.058508573,0.057149499,0,3
0.055672293,0.042877725,0.046165213,0.046319287,0.047624583,1,5
0.064462655,0.06163673,0.055884205,0.056070716,0.057149499,1,5
0.061532534,0.06163673,0.055884205,0.056070716,0.066674416,0,4
0.064462655,0.045557583,0.048594961,0.048757144,0.05476827,1,6
0.049812051,0.040197867,0.046165213,0.048757144,0.057149499,1,2
0.049812051,0.06163673,0.058313953,0.058508573,0.057149499,1,5
0.055672293,0.045557583,0.070462694,0.07069786,0.073818103,1,4
0.049812051,0.048237441,0.053454457,0.053632859,0.05476827,0,5
0.064462655,0.064316588,0.048594961,0.048757144,0.047624583,1,6
0.052742172,0.048237441,0.053454457,0.053632859,0.05476827,0,5
0.058602413,0.056277014,0.051024709,0.051195002,0.052387041,1,4
0.035161448,0.072356161,0.072892442,0.063384288,0.066674416,1,2
0.058602413,0.050917299,0.058313953,0.065822145,0.057149499,1,5
0.049812051,0.045557583,0.041305717,0.04388143,0.042862124,1,4
0.049812051,0.06163673,0.055884205,0.056070716,0.066674416,1,4
0.058602413,0.053597157,0.053454457,0.053632859,0.052387041,1,6
0.055672293,0.040197867,0.046165213,0.046319287,0.045243353,1,2
0.049812051,0.045557583,0.043735465,0.04388143,0.045243353,1,4
0.052742172,0.056277014,0.051024709,0.053632859,0.052387041,0,6
0.055672293,0.06163673,0.051024709,0.051195002,0.047624583,1,4
0.046881931,0.042877725,0.038875969,0.041443573,0.038099666,1,4
0.052742172,0.058956872,0.053454457,0.056070716,0.05476827,1,6
0.052742172,0.045557583,0.094760174,0.095076432,0.061911957,1,3
0.058602413,0.056277014,0.053454457,0.056070716,0.057149499,1,4
0.061532534,0.056277014,0.051024709,0.053632859,0.057149499,1,0
0.076183137,0.048237441,0.060743701,0.060946431,0.061911957,0,3
0.052742172,0.048237441,0.068032946,0.060946431,0.064293186,0,5
0.073253017,0.066996446,0.060743701,0.082887146,0.083343019,0,5
0.067392775,0.075036019,0.08747093,0.090200717,0.092867936,1,2
0.064462655,0.064316588,0.058313953,0.060946431,0.059530728,1,5
0.067392775,0.045557583,0.055884205,0.058508573,0.057149499,0,5
0.058602413,0.050917299,0.046165213,0.051195002,0.047624583,1,0
0.04395181,0.048237441,0.043735465,0.046319287,0.045243353,0,4
0.041021689,0.128633176,0.116627907,0.058508573,0.042862124,1,4
0.061532534,0.045557583,0.07532219,0.078011431,0.052387041,0,5
0.105484344,0.066996446,0.055884205,0.056070716,0.05476827,0,4
0.046881931,0.06163673,0.055884205,0.058508573,0.057149499,0,6
0.052742172,0.064316588,0.055884205,0.060946431,0.059530728,0,0
0.061532534,0.075036019,0.082611434,0.056070716,0.08096179,0,5
0.064462655,0.053597157,0.053454457,0.053632859,0.040480895,0,4
0.052742172,0.069676304,0.06317345,0.063384288,0.064293186,1,4
0.061532534,0.048237441,0.060743701,0.060946431,0.064293186,0,3
0.041021689,0.064316588,0.048594961,0.068260002,0.050005812,0,1
0.04395181,0.048237441,0.043735465,0.046319287,0.045243353,0,0
0.067392775,0.053597157,0.048594961,0.051195002,0.050005812,1,0
0.049812051,0.048237441,0.055884205,0.058508573,0.061911957,0,4
0.049812051,0.048237441,0.058313953,0.058508573,0.061911957,0,4
0.049812051,0.066996446,0.060743701,0.060946431,0.059530728,0,5
0.070322896,0.048237441,0.043735465,0.07069786,0.050005812,1,6
0.082043379,0.075036019,0.068032946,0.068260002,0.069055645,1,2
0.052742172,0.050917299,0.09961967,0.046319287,0.047624583,1,5
0.046881931,0.058956872,0.051024709,0.051195002,0.05476827,0,3
0.055672293,0.042877725,0.051024709,0.051195002,0.057149499,0,0
0.058602413,0.053597157,0.041305717,0.051195002,0.052387041,1,3
0.061532534,0.050917299,0.046165213,0.046319287,0.045243353,1,0
0.04395181,0.053597157,0.055884205,0.056070716,0.05476827,0,2
0.046881931,0.048237441,0.055884205,0.063384288,0.066674416,0,4
0.061532534,0.050917299,0.055884205,0.063384288,0.066674416,0,6
0.052742172,0.058956872,0.053454457,0.080449288,0.05476827,1,5
