gender;education type;locality;religion;how_often;generation;partner;marriage;break;divorce;child;sep_from_par;work;education;partner;marriage;break;divorce;child;sep_from_par;work;education;last_event
f;higher;city;yes;sev_a_year;5g;1;1;0;0;1;1;0;0;333;339;;;348;274;;;education
f;professional;city;yes;sev_a_year;7g;0;1;0;0;1;1;1;1;;316;;;313;190;235;233;partner
m;professional;city;yes;never;9g;1;1;1;0;1;1;1;1;214;216;332;;227;218;242;214;div
f;higher;city;no;never;4g;0;0;0;0;0;1;1;0;;;;;;225;225;;education
f;higher;city;yes;sev_a_year;6g;0;1;0;0;1;0;1;1;;256;;;264;;239;434;sep
f;higher;city;yes;min_once_a_month;1g;0;1;0;0;1;1;1;1;;243;;;257;243;243;331;div
f;higher;city;yes;sev_a_year;6g;1;0;0;0;0;1;1;1;344;;;;;179;227;284;marriage
m;professional;city;yes;sev_a_year;2g;0;1;0;0;1;1;0;0;;254;;;264;210;;;education
f;professional;city;yes;sev_a_year;6g;0;1;0;1;0;1;1;1;;343;;427;;221;257;305;partner
f;professional;city;yes;sev_a_year;5g;0;0;0;0;0;1;0;1;;;;;;229;;239;work
m;professional;city;yes;never;6g;1;0;0;0;1;1;0;0;279;;;;307;210;;;education
f;higher;city;yes;sev_a_year;8g;1;1;0;0;0;1;1;1;269;279;;;;197;275;272;child
f;professional;city;yes;sev_a_year;3g;1;1;0;0;1;1;1;1;251;253;;;263;215;211;210;br
m;general;city;yes;sev_a_year;2g;1;1;1;1;0;1;1;1;295;297;329;329;;295;216;359;child
m;higher;city;yes;sev_a_year;2g;0;1;0;0;0;1;1;1;;296;;;;298;288;286;child
f;higher;city;yes;min_once_a_month;2g;0;1;0;0;0;1;1;1;;342;;;;208;267;265;child
m;professional;city;yes;sev_a_year;9g;0;1;0;0;0;1;1;1;;238;;;;204;232;232;div
m;professional;city;yes;sev_a_year;9g;1;1;0;0;1;1;1;1;328;354;;;362;321;259;233;br
f;professional;city;yes;sev_a_year;5g;0;1;0;0;0;1;1;1;;373;;;;290;179;290;child
f;general;city;yes;sev_a_year;2g;1;1;0;0;1;1;1;1;497;257;;;266;226;442;203;br
m;professional;city;yes;never;6g;1;1;0;0;1;1;1;1;280;289;;;307;417;221;221;br
f;professional;city;yes;sev_a_year;8g;0;1;0;0;1;0;1;1;;222;;;250;;223;222;sep
m;professional;city;yes;never;1g;0;1;0;0;0;1;1;0;;310;;;;227;172;;education
f;professional;city;yes;sev_a_year;4g;1;1;0;0;1;1;1;1;461;315;;;484;239;261;260;br
m;professional;city;yes;sev_a_year;9g;0;1;0;0;0;1;1;1;;233;;;;240;219;217;child
f;professional;city;yes;sev_a_year;4g;0;1;0;0;0;1;1;1;;302;;;;294;266;265;child
f;professional;city;yes;sev_a_year;1g;0;0;0;0;0;1;1;1;;;;;;266;198;245;child
f;professional;city;yes;sev_a_year;9g;0;1;0;0;1;0;1;1;;234;;;245;;221;221;sep
m;higher;city;yes;sev_a_year;6g;0;1;0;0;0;1;1;1;;252;;;;208;267;266;child
f;higher;city;no;never;3g;0;1;0;1;1;1;1;1;;281;;759;290;635;265;264;partner
m;higher;city;yes;never;9g;0;1;0;1;1;1;1;1;;260;;281;272;213;262;259;partner
f;professional;city;yes;sev_a_year;5g;1;0;1;0;1;0;1;1;253;;273;;262;;209;264;sep
m;professional;city;yes;sev_a_year;5g;0;1;0;0;0;1;1;1;;296;;;;296;217;299;child
m;professional;city;yes;sev_a_year;5g;0;1;0;0;1;0;1;1;;249;;;255;;235;269;sep
m;professional;city;yes;sev_a_year;5g;0;1;0;0;1;1;1;0;;272;;;287;183;230;;education
f;professional;city;yes;sev_a_year;5g;0;1;0;0;0;1;1;1;;315;;;;209;221;219;child
f;general;city;yes;sev_a_year;8g;1;1;1;0;1;1;1;0;206;218;287;;238;292;257;;education
f;higher;city;yes;sev_a_year;10g;0;0;0;0;0;1;1;1;;;;;;219;287;256;child
f;general;city;yes;never;6g;0;1;0;1;1;1;1;0;;193;;211;217;193;212;;education
f;professional;city;yes;sev_a_year;5g;0;1;0;1;1;1;1;0;;248;;380;269;248;201;;education
f;professional;city;yes;sev_a_year;5g;0;1;0;0;1;1;1;0;;236;;;249;304;227;;education
f;general;city;yes;min_once_a_month;2g;0;1;0;0;0;1;1;1;;317;;;;193;193;193;child
f;higher;city;no;never;5g;0;1;0;0;0;1;1;0;;258;;;;271;213;;education
f;higher;city;yes;sev_a_year;11g;0;0;0;0;0;0;1;0;;;;;;;239;;education
f;professional;city;yes;sev_a_year;5g;0;1;0;0;1;1;1;0;;210;;;268;258;214;;education
m;higher;city;yes;sev_a_year;9g;0;1;0;0;1;1;1;0;;261;;;267;261;247;;education
f;professional;city;yes;sev_a_year;9g;0;1;0;0;0;0;1;1;;228;;;;;225;189;child
f;higher;city;yes;sev_a_year;2g;0;1;0;1;0;0;1;1;;306;;465;;;245;339;sep
f;professional;city;yes;sev_a_year;3g;0;1;0;0;1;1;1;1;;295;;;304;349;389;374;div
f;professional;city;yes;sev_a_year;6g;0;1;0;0;0;1;1;1;;260;;;;210;233;230;child
f;professional;city;yes;never;8g;0;1;0;0;1;0;1;1;;225;;;241;;228;229;sep
f;professional;city;yes;sev_a_year;4g;0;1;0;0;0;1;1;1;;287;;;;237;236;235;child
f;higher;city;yes;never;4g;0;1;0;0;1;1;1;1;;276;;;292;217;277;275;div
f;higher;city;yes;sev_a_year;2g;0;1;0;0;1;1;0;1;;297;;;306;325;;378;work
f;professional;city;yes;sev_a_year;4g;0;1;0;0;0;1;1;1;;250;;;;240;240;240;child
m;professional;city;yes;never;2g;0;1;0;0;0;1;1;1;;303;;;;243;227;227;child
f;higher;city;yes;sev_a_year;5g;1;1;1;0;1;1;1;1;239;241;357;;255;241;237;284;div
f;professional;city;yes;sev_a_year;9g;0;1;0;0;1;0;1;1;;266;;;272;;252;254;sep
m;professional;city;yes;never;8g;0;1;0;0;0;1;1;1;;253;;;;253;242;217;child
f;professional;city;yes;sev_a_year;2g;0;1;0;0;1;1;1;0;;318;;;332;224;160;;education
f;professional;city;yes;sev_a_year;3g;0;1;0;0;1;0;1;1;;251;;;266;;264;264;sep
f;general;city;yes;sev_a_year;8g;0;1;0;0;1;0;1;1;;237;;;246;;213;213;sep
f;professional;city;yes;sev_a_year;6g;0;1;0;0;1;1;1;0;;306;;;330;209;209;;education
m;higher;city;yes;never;3g;0;1;0;1;1;1;1;1;;346;;431;362;219;207;264;partner
m;general;city;yes;sev_a_year;11g;0;0;0;0;0;1;1;1;;;;;;256;268;232;marriage
f;general;city;yes;sev_a_year;3g;0;0;0;0;0;1;0;1;;;;;;232;;196;work
f;professional;city;yes;sev_a_year;10g;1;0;0;0;0;0;1;1;343;;;;;;225;223;child
f;professional;city;yes;sev_a_year;4g;1;1;0;1;1;1;1;1;313;224;;285;235;224;223;344;br
m;professional;city;yes;sev_a_year;6g;1;1;0;0;1;1;1;1;487;221;;;228;259;217;216;div
m;professional;city;yes;once_a_week;7g;0;1;0;0;1;1;1;0;;314;;;317;302;264;;education
f;professional;city;yes;min_once_a_month;6g;1;1;0;0;1;0;1;1;270;284;;;299;;226;225;br
f;professional;city;yes;sev_a_year;6g;0;1;0;0;0;1;1;1;;298;;;;191;226;224;child
m;higher;city;yes;sev_a_year;9g;0;1;0;1;1;1;1;1;;284;;356;306;205;264;262;partner
f;professional;city;yes;sev_a_year;9g;1;1;1;1;1;1;0;1;176;193;226;226;196;205;;210;work
f;professional;city;yes;sev_a_year;6g;1;0;0;0;1;1;1;1;627;;;;217;232;211;267;br
m;higher;city;yes;sev_a_year;4g;0;1;0;0;0;1;1;1;;339;;;;353;273;272;child
m;general;city;yes;never;5g;0;0;0;0;0;0;1;1;;;;;;;256;313;marriage
f;higher;city;yes;min_once_a_month;5g;0;1;0;0;0;1;1;1;;223;;;;217;217;299;child
f;professional;city;yes;sev_a_year;6g;0;1;0;0;1;1;1;1;;273;;;304;275;218;215;div
f;general;city;yes;never;4g;0;1;0;0;1;0;1;1;;306;;;314;;279;278;sep
f;higher;city;no;never;1g;1;1;1;0;1;1;1;1;300;301;370;;309;229;300;298;div
m;higher;city;no;never;2g;0;1;0;0;1;1;1;0;;305;;;298;317;199;;education
f;higher;city;yes;never;5g;0;1;0;0;1;1;1;1;;249;;;283;222;273;270;div
m;general;city;yes;never;7g;0;1;0;0;1;1;1;1;;338;;;356;186;304;386;div
f;higher;city;yes;min_once_a_month;6g;0;1;0;0;1;1;1;1;;264;;;277;172;203;335;partner
f;higher;city;yes;min_once_a_month;2g;0;1;0;0;0;1;1;1;;227;;;;265;265;263;div
m;professional;city;yes;sev_a_year;7g;0;1;0;0;0;1;1;1;;310;;;;183;241;239;child
m;higher;city;yes;sev_a_week;8g;0;1;0;0;1;1;0;1;;243;;;270;204;;288;work
f;professional;city;yes;sev_a_year;6g;0;0;0;0;0;1;1;1;;;;;;260;245;265;marriage
m;higher;city;yes;sev_a_year;8g;0;1;0;0;0;1;1;1;;258;;;;258;272;284;child
f;general;city;yes;sev_a_week;1g;0;1;0;0;0;1;1;1;;281;;;;261;201;153;child
f;higher;city;yes;min_once_a_month;9g;0;1;0;1;1;1;0;1;;229;;269;265;206;;250;work
f;professional;city;yes;min_once_a_month;5g;1;0;1;0;1;1;1;1;369;;431;;443;213;245;242;marriage
f;professional;city;yes;sev_a_year;5g;1;0;1;0;0;1;1;1;416;;422;;;320;241;259;child
f;professional;city;yes;never;8g;0;1;0;0;1;1;1;1;;396;;;296;314;220;218;div
m;higher;city;yes;sev_a_year;11g;0;0;0;0;1;0;1;1;;;;;266;;255;267;marriage
m;higher;city;yes;sev_a_year;8g;1;1;0;0;1;0;1;1;245;249;;;254;;247;361;sep
m;higher;city;no;never;4g;0;1;0;0;0;1;1;1;;258;;;;204;264;262;child
m;professional;city;yes;sev_a_year;11g;0;0;0;0;0;0;0;1;;;;;;;;253;work
f;professional;city;yes;sev_a_year;4g;0;1;0;0;1;0;1;1;;250;;;260;;236;461;sep
m;professional;city;yes;never;10g;1;1;0;0;0;1;1;1;281;284;;;;287;220;218;child
m;higher;city;yes;sev_a_year;10g;0;1;0;0;1;1;1;0;;260;;;285;260;223;;education
f;higher;city;yes;never;6g;0;0;0;0;1;0;1;1;;;;;268;;214;266;sep
f;professional;city;yes;sev_a_year;2g;0;1;0;0;1;0;1;1;;257;;;269;;260;258;sep
m;higher;city;yes;sev_a_year;9g;1;1;1;0;1;1;1;1;326;330;428;;388;273;262;261;div
f;professional;city;yes;sev_a_year;7g;0;1;0;0;0;1;1;1;;250;;;;251;240;235;child
f;higher;city;yes;sev_a_year;10g;0;1;0;1;1;1;1;0;;223;;252;233;223;253;;education
f;professional;city;yes;sev_a_year;9g;0;1;0;0;1;1;1;1;;242;;;236;262;266;237;div
f;general;city;yes;min_once_a_month;4g;0;1;0;0;0;1;1;1;;228;;;;206;199;235;child
f;higher;city;yes;sev_a_year;6g;1;0;0;0;0;1;1;1;344;;;;;188;231;339;child
f;professional;city;yes;sev_a_year;9g;1;1;0;0;1;1;1;1;222;236;;;239;244;221;219;br
f;professional;city;yes;min_once_a_month;1g;0;1;0;0;0;1;1;1;;282;;;;188;194;197;child
f;general;city;yes;min_once_a_month;2g;0;0;0;0;0;1;1;1;;;;;;192;204;210;child
f;general;city;yes;sev_a_year;9g;0;1;0;0;1;0;0;1;;208;;;220;;;210;work
m;professional;city;no;never;4g;0;1;0;0;1;1;1;0;;272;;;283;179;200;;education
m;professional;city;yes;sev_a_year;3g;0;1;0;0;0;1;1;1;;285;;;;177;180;226;child
f;professional;city;yes;sev_a_year;2g;0;1;0;0;0;1;1;1;;259;;;;144;213;210;child
m;higher;city;yes;never;7g;1;0;0;0;1;1;1;0;299;;;;310;216;243;;education
f;general;city;yes;sev_a_year;5g;1;0;0;0;0;1;1;1;576;;;;;223;196;234;br
m;higher;city;yes;sev_a_year;11g;1;1;1;0;1;1;1;1;247;265;349;;269;231;280;278;div
f;general;city;yes;sev_a_year;2g;1;1;0;0;1;1;1;1;525;261;;;284;250;221;305;br
f;higher;city;yes;sev_a_year;11g;0;1;0;0;1;1;1;0;;292;;;306;292;238;;education
f;general;city;yes;sev_a_year;4g;0;1;0;0;0;1;1;1;;273;;;;244;223;256;child
m;professional;city;yes;sev_a_year;7g;0;1;0;0;1;0;1;1;;261;;;284;;210;226;sep
f;professional;city;yes;sev_a_year;6g;1;1;0;0;1;1;1;1;262;264;;;271;264;216;382;br
m;higher;city;yes;sev_a_year;9g;0;1;0;0;1;0;1;1;;281;;;289;;203;309;sep
m;professional;city;yes;never;6g;0;1;0;0;0;1;1;1;;363;;;;370;261;231;child
f;professional;city;no;sev_a_year;5g;0;1;0;0;0;1;1;1;;266;;;;244;226;223;child
f;professional;city;yes;never;11g;0;0;0;0;0;0;1;1;;;;;;;232;212;child
m;professional;city;yes;sev_a_year;7g;0;1;0;0;1;0;1;1;;286;;;298;;248;281;sep
m;professional;city;yes;sev_a_year;7g;0;0;0;0;0;1;0;1;;;;;;201;;222;work
f;professional;city;yes;sev_a_year;7g;0;1;0;0;0;1;1;1;;226;;;;181;202;227;child
m;professional;city;yes;never;6g;1;0;0;0;0;1;1;1;223;;;;;223;213;213;child
m;professional;city;yes;min_once_a_month;8g;0;1;0;0;1;0;1;1;;277;;;292;;258;227;sep
m;professional;city;yes;sev_a_year;10g;0;0;0;0;0;1;0;1;;;;;;173;;218;work
f;professional;city;yes;sev_a_year;6g;0;1;0;0;0;1;1;1;;281;;;;173;208;206;child
f;professional;city;yes;never;6g;0;1;0;0;0;1;1;1;;262;;;;226;226;223;child
f;professional;city;yes;sev_a_year;5g;0;1;0;0;0;1;1;1;;215;;;;172;195;253;child
f;general;city;yes;sev_a_year;9g;1;1;0;0;1;1;1;0;264;272;;;278;188;223;;education
m;general;city;yes;never;1g;0;0;0;0;0;1;1;1;;;;;;225;225;220;child
m;professional;city;yes;sev_a_year;4g;0;1;0;1;1;1;1;1;;298;;322;309;181;216;287;partner
f;professional;city;yes;sev_a_year;7g;0;1;0;0;1;0;1;1;;233;;;245;;216;216;sep
f;professional;city;yes;never;7g;1;1;0;0;0;1;1;1;276;277;;;;276;223;280;child
m;professional;city;yes;never;4g;0;1;0;0;0;1;1;0;;313;;;;215;192;;education
f;higher;city;yes;never;10g;1;0;0;0;1;1;1;1;284;;;;289;196;243;241;marriage
m;general;city;no;never;4g;1;1;0;0;1;1;1;1;276;282;;;289;227;260;415;br
f;higher;city;yes;never;10g;0;1;0;1;1;1;1;1;;220;;235;226;238;318;296;partner
f;professional;city;yes;sev_a_year;10g;1;0;1;0;0;1;1;1;239;;273;;;239;241;240;child
f;professional;city;yes;sev_a_year;9g;1;1;0;0;1;1;1;1;320;215;;;231;212;204;292;br
f;professional;city;yes;sev_a_year;5g;0;1;0;0;0;1;1;1;;218;;;;217;225;225;child
f;professional;city;yes;never;4g;0;1;0;0;0;1;1;1;;367;;;;222;255;254;child
f;higher;city;yes;sev_a_year;4g;0;1;0;0;1;1;1;0;;251;;;257;180;240;;education
f;higher;city;yes;sev_a_year;10g;1;1;1;0;1;1;1;1;230;232;317;;264;230;235;259;div
f;professional;city;yes;sev_a_year;5g;0;0;0;0;0;1;1;1;;;;;;207;233;206;child
f;general;city;no;never;7g;1;1;0;0;1;1;1;1;377;472;;;244;206;242;230;br
f;professional;city;no;never;4g;0;1;0;0;0;1;1;1;;305;;;;201;223;283;child
f;higher;city;yes;never;8g;0;1;0;0;1;1;1;1;;245;;;257;258;256;253;div
m;professional;city;yes;sev_a_year;6g;0;1;0;1;1;1;1;1;;234;;284;259;181;203;202;partner
m;professional;city;yes;sev_a_year;10g;0;0;0;0;0;0;1;1;;;;;;;231;228;partner
m;higher;city;no;never;9g;0;1;0;0;0;1;1;1;;288;;;;288;274;273;child
f;professional;city;yes;never;5g;1;1;0;1;1;1;1;1;246;255;;485;262;326;210;210;br
m;professional;city;yes;never;4g;0;0;0;0;1;1;1;1;;;;;279;221;230;230;marriage
f;professional;city;yes;min_once_a_month;2g;0;1;0;0;1;0;1;1;;273;;;290;;278;275;sep
f;professional;city;no;never;8g;0;0;0;0;0;1;1;1;;;;;;221;216;215;child
f;higher;city;no;never;8g;0;1;0;0;1;0;1;1;;240;;;252;;271;269;sep
f;professional;city;yes;sev_a_year;8g;1;1;0;0;1;1;1;1;217;227;;;228;184;217;217;br
f;professional;city;yes;sev_a_year;2g;1;1;0;0;0;1;1;1;256;257;;;;257;203;231;child
f;professional;city;yes;never;11g;1;1;0;0;0;1;1;1;269;272;;;;269;248;246;child
f;higher;city;yes;never;10g;0;1;0;0;1;1;0;1;;241;;;280;207;;277;work
f;professional;city;yes;min_once_a_month;1g;0;1;0;0;0;1;1;1;;253;;;;236;239;237;child
f;professional;city;yes;never;2g;1;0;1;0;1;1;1;1;303;;331;;325;245;259;258;marriage
f;higher;city;yes;sev_a_year;5g;0;1;0;0;1;1;1;1;;453;;;489;274;272;403;div
f;professional;city;no;sev_a_year;4g;0;0;0;0;1;0;1;1;;;;;231;;205;279;sep
m;general;city;yes;never;10g;0;1;0;0;1;1;1;1;;310;;;313;227;265;284;div
f;higher;city;yes;min_once_a_month;6g;0;1;0;0;1;1;1;0;;287;;;293;287;243;;education
f;higher;city;yes;min_once_a_month;5g;0;1;0;0;1;1;1;1;;257;;;292;510;339;341;div
m;professional;city;no;never;2g;0;0;0;0;0;0;1;1;;;;;;;207;313;sep
f;professional;city;no;sev_a_year;10g;0;1;0;1;1;0;1;1;;223;;276;227;;215;217;sep
f;general;city;yes;sev_a_year;2g;1;1;0;1;1;1;1;1;382;263;;393;271;213;212;210;br
m;higher;city;yes;sev_a_year;6g;1;1;0;0;1;1;1;1;260;264;;;273;215;208;279;br
f;professional;city;yes;min_once_a_month;3g;0;1;0;0;0;1;1;1;;231;;;;193;216;215;child
f;professional;city;yes;never;7g;0;1;0;1;1;0;1;1;;224;;303;235;;197;195;sep
f;higher;city;yes;never;5g;1;1;0;1;0;1;1;1;461;295;;332;;264;264;262;child
m;professional;city;yes;never;6g;0;1;0;0;1;0;1;1;;328;;;340;;242;336;sep
f;higher;city;no;never;3g;0;1;0;0;1;1;1;0;;296;;;304;238;213;;education
f;higher;city;yes;never;11g;0;1;0;1;0;1;1;1;;232;;287;;205;266;264;child
f;higher;city;yes;sev_a_year;8g;0;0;0;0;0;1;1;1;;;;;;265;204;273;child
f;higher;city;yes;sev_a_year;5g;0;1;0;0;1;1;0;1;;247;;;270;247;;277;work
f;professional;city;yes;sev_a_year;2g;0;1;0;0;0;1;1;1;;253;;;;245;246;244;child
f;professional;city;yes;sev_a_year;10g;1;1;0;0;0;1;1;1;241;247;;;;256;241;239;child
f;professional;city;yes;sev_a_year;9g;1;1;0;0;1;1;1;1;292;293;;;297;304;233;231;br
f;higher;city;yes;sev_a_year;10g;0;1;0;0;1;1;0;1;;248;;;267;248;;281;work
m;professional;city;yes;sev_a_year;6g;0;1;0;0;0;1;1;1;;276;;;;276;172;246;child
f;professional;city;yes;never;6g;1;1;0;0;1;1;1;1;369;418;;;443;215;224;236;br
m;general;city;yes;min_once_a_month;11g;0;0;0;0;0;0;1;0;;;;;;;209;;education
m;general;city;yes;never;11g;1;0;0;0;0;1;1;1;271;;;;;245;246;245;br
f;professional;city;yes;never;1g;0;1;0;0;1;1;1;0;;256;;;267;256;216;;education
f;professional;city;yes;sev_a_year;5g;0;0;0;0;1;1;1;1;;;;;229;181;223;221;marriage
f;professional;city;yes;never;6g;1;1;0;0;1;1;1;1;196;247;;;253;189;223;223;br
m;professional;city;no;never;2g;0;1;0;0;0;1;1;1;;405;;;;308;171;174;child
f;professional;city;yes;sev_a_year;6g;0;1;0;0;1;0;1;1;;336;;;416;;245;246;sep
f;higher;city;yes;never;1g;0;1;0;1;1;1;1;1;;249;;511;263;220;220;568;partner
f;professional;city;yes;sev_a_year;3g;0;1;0;0;1;1;1;0;;238;;;275;337;339;;education
f;professional;city;yes;never;9g;1;0;0;0;1;1;1;1;311;;;;254;193;226;225;marriage
f;professional;city;yes;sev_a_year;9g;1;0;0;0;1;1;1;1;247;;;;256;157;221;220;br
f;professional;city;yes;sev_a_year;7g;0;1;0;0;0;1;1;1;;259;;;;216;227;226;child
f;professional;city;yes;sev_a_year;10g;0;0;0;0;0;1;1;1;;;;;;225;215;212;child
f;professional;city;yes;sev_a_year;6g;0;1;0;0;1;0;1;1;;239;;;249;;233;232;sep
f;professional;city;no;sev_a_year;5g;1;1;0;0;1;1;1;0;197;233;;;237;237;211;;education
m;professional;city;no;never;7g;1;1;0;0;0;1;1;1;260;272;;;;222;247;211;child
m;professional;village;yes;never;2g;1;1;0;0;1;1;1;0;272;273;;;338;272;201;;education
f;professional;village;yes;never;6g;0;1;0;0;0;1;1;1;;265;;;;278;222;221;child
f;higher;village;yes;never;4g;0;1;0;0;0;1;1;1;;301;;;;210;296;294;child
f;professional;village;yes;never;6g;0;1;0;0;1;1;1;1;;334;;;343;362;247;245;div
f;general;village;yes;never;2g;0;0;0;0;0;1;1;1;;;;;;176;179;206;child
f;higher;village;yes;sev_a_year;7g;1;0;0;0;1;1;1;1;376;;;;390;212;260;257;br
f;general;village;no;never;3g;1;1;0;0;1;1;1;1;256;269;;;266;257;181;206;br
f;professional;village;yes;never;7g;0;1;0;0;1;0;1;1;;242;;;249;;237;236;sep
f;professional;village;no;never;6g;0;1;0;0;0;1;1;1;;284;;;;234;234;231;child
f;professional;village;no;never;7g;1;0;0;0;1;1;1;1;356;;;;365;293;229;229;marriage
f;professional;village;yes;never;9g;0;0;0;0;0;1;1;1;;;;;;345;233;303;child
m;higher;village;no;never;8g;0;1;0;0;1;1;1;1;;276;;;281;258;259;258;div
f;professional;village;yes;never;8g;0;1;0;0;0;1;1;1;;242;;;;202;226;223;child
f;professional;village;yes;never;5g;0;1;0;0;0;1;1;1;;281;;;;281;244;243;child
f;professional;village;yes;never;9g;0;1;0;0;1;1;1;0;;231;;;252;231;208;;education
f;professional;village;yes;never;5g;0;1;0;0;1;1;1;1;;217;;;227;169;225;224;div
f;general;village;yes;never;2g;0;0;0;0;0;1;1;1;;;;;;179;174;186;child
f;professional;village;yes;sev_a_year;8g;0;1;0;0;0;1;1;1;;277;;;;212;213;247;child
f;professional;village;yes;never;5g;1;1;0;1;0;1;1;1;287;241;;303;;203;205;212;child
m;professional;village;yes;never;8g;1;0;0;0;1;1;1;1;318;;;;266;318;216;214;marriage
f;higher;village;yes;never;11g;0;0;0;0;0;0;1;0;;;;;;;261;;education
f;professional;village;no;sev_a_year;7g;0;1;0;0;0;1;1;1;;263;;;;215;239;237;child
f;professional;village;no;never;4g;0;1;0;0;1;1;1;0;;256;;;261;229;211;;education
f;higher;village;yes;sev_a_year;9g;0;0;0;0;1;0;1;0;;;;;414;;227;;education
f;professional;village;yes;never;5g;0;1;0;0;0;1;1;1;;234;;;;195;230;228;child
f;professional;village;no;never;7g;0;1;0;0;0;1;1;1;;264;;;;180;215;214;child
m;professional;village;no;never;6g;0;1;0;0;0;1;1;1;;256;;;;256;242;258;child
f;professional;village;no;never;5g;1;1;0;0;1;1;1;1;418;261;;;269;261;261;208;br
m;professional;village;no;never;8g;0;0;0;0;0;1;0;1;;;;;;232;;239;work
f;professional;village;yes;sev_a_year;6g;0;1;0;0;1;1;1;1;;228;;;239;228;195;194;div
m;general;village;yes;never;6g;0;1;0;0;0;1;1;1;;250;;;;217;243;260;child
m;professional;village;yes;sev_a_year;4g;0;1;0;0;0;1;1;1;;276;;;;193;239;239;child
f;higher;village;yes;sev_a_year;6g;0;1;0;0;0;1;1;1;;261;;;;233;246;233;child
m;professional;village;yes;never;6g;1;0;0;0;1;1;1;1;275;;;;283;220;244;264;marriage
m;professional;village;yes;never;11g;0;0;0;0;0;1;1;1;;;;;;186;186;221;partner
m;general;village;yes;sev_a_year;6g;0;1;0;0;0;1;1;1;;275;;;;253;212;247;child
f;professional;village;yes;sev_a_year;9g;0;1;0;0;0;1;1;1;;239;;;;241;238;231;child
m;professional;village;yes;sev_a_year;8g;0;1;0;0;0;1;1;1;;282;;;;238;243;217;child
m;professional;village;yes;sev_a_year;11g;1;0;0;0;0;1;1;1;248;;;;;200;210;209;child
f;professional;village;yes;never;9g;1;0;1;0;1;1;1;1;302;;307;;300;203;216;215;marriage
f;professional;village;yes;never;7g;0;1;0;0;0;1;1;0;;219;;;;216;216;;education
f;professional;village;yes;never;10g;0;0;0;0;1;1;1;1;;;;;174;199;281;281;partner
f;professional;village;yes;never;4g;0;0;0;0;0;1;1;1;;;;;;263;263;270;child
f;general;village;yes;never;2g;0;0;0;0;0;1;1;1;;;;;;245;245;207;child
f;professional;village;no;never;9g;0;0;0;0;1;1;1;1;;;;;219;206;195;217;partner
m;general;village;yes;never;4g;1;0;1;0;1;1;0;1;237;;243;;284;218;;231;work
f;professional;village;yes;never;8g;0;1;0;0;0;1;1;1;;262;;;;262;224;218;child
f;professional;village;yes;sev_a_year;6g;0;1;0;0;0;1;1;1;;288;;;;189;199;198;child
f;professional;village;yes;never;5g;0;1;0;0;1;0;1;1;;242;;;250;;198;219;sep
f;general;village;yes;never;7g;1;1;0;0;1;1;1;1;328;310;;;327;212;212;223;br
f;professional;village;yes;never;6g;0;1;0;0;0;1;1;1;;267;;;;184;206;206;child
f;professional;village;yes;sev_a_year;9g;1;1;0;0;1;1;1;0;239;268;;;254;251;228;;education
f;professional;village;no;never;7g;1;1;0;1;1;1;1;1;305;234;;271;244;196;197;305;br
m;professional;village;no;never;10g;1;0;0;0;1;1;1;1;281;;;;292;217;243;217;marriage
f;general;village;yes;never;4g;0;1;0;1;1;1;1;1;;216;;238;230;216;200;221;partner
m;professional;village;yes;never;6g;0;1;0;0;0;1;1;1;;253;;;;224;202;223;child
f;professional;village;no;never;7g;0;1;0;0;0;1;1;1;;332;;;;334;238;225;child
f;professional;village;yes;never;2g;0;1;0;0;1;1;0;1;;236;;;243;222;;268;work
f;professional;village;no;never;7g;0;1;0;0;0;1;1;1;;246;;;;182;216;216;child
f;professional;village;no;never;9g;0;1;0;0;0;1;1;1;;251;;;;256;261;260;child
f;general;village;no;never;7g;0;1;0;0;0;1;0;1;;318;;;;226;;201;child
f;general;village;no;never;3g;0;0;0;0;1;1;0;1;;;;;238;211;;204;work
f;professional;village;yes;never;6g;0;1;0;0;0;1;1;1;;231;;;;231;233;219;child
f;professional;village;yes;never;8g;1;1;1;0;1;1;1;1;212;218;301;;246;230;245;229;div
m;general;village;yes;never;5g;0;1;0;1;0;1;1;1;;197;;262;;209;182;220;child
f;general;village;yes;never;1g;1;1;0;0;1;1;1;1;579;282;;;304;279;158;191;div
f;general;village;yes;never;7g;1;1;0;1;1;1;1;1;478;227;;306;241;214;214;221;br
f;general;village;yes;never;2g;1;1;0;0;1;1;1;1;214;238;;;262;214;204;170;br
f;general;village;yes;never;3g;1;0;0;0;1;1;1;1;259;;;;274;259;195;207;br
m;general;village;no;never;9g;0;0;0;0;0;1;1;1;;;;;;223;204;219;partner
m;professional;village;yes;never;7g;0;1;0;0;0;1;1;1;;267;;;;223;193;213;child
f;professional;village;yes;never;7g;0;1;0;0;0;1;1;1;;262;;;;263;245;244;child
f;general;village;yes;sev_a_year;6g;0;1;0;1;1;1;1;1;;210;;430;218;218;207;215;partner
m;professional;village;yes;never;5g;0;1;0;0;1;0;1;1;;275;;;290;;180;214;sep
m;higher;village;yes;min_once_a_month;8g;0;1;0;1;1;1;1;1;;224;;388;232;224;250;248;partner
f;professional;village;yes;never;6g;0;1;0;0;1;1;1;1;;232;;;218;252;233;216;div
m;general;village;yes;never;6g;0;1;0;0;0;1;1;1;;289;;;;296;222;207;child
m;professional;village;yes;never;9g;0;1;0;0;0;1;1;1;;276;;;;276;219;219;child
